,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5
1460,53,6,6,0,1,1,4293241,4,1039,133,191,12453
1461,45,6,6,0,1,0,6,102,103,112,191,12452
1462,55,6,6,0,1,0,6,1127,113,1137,113,112
1463,65,6,6,0,1,1,6,123,103,113,1037,113
1464,66,6,6,0,1,1,4,102,113,113,101,203
1467,150,0,0,0,0,1,43041,6,1028,1027,104038,13373035
1468,1515,0,0,0,0,1,6,1127,104038,112,1417,121
1469,3015,0,0,0,0,1,5,1029,1018,1017,1017,1033134
1473,1515,1,0,0,0,0,6,1129,1028,1017,1018,1028
1474,3015,1,0,0,0,0,5,1129,1039,1138,1138,1138
1483,300,2,1,0,0,0,6,2129,1017,1018,1019,1029
1485,00,2,2,0,0,1,4,1029,1028,1328,1039,1139
1487,1515,2,2,0,0,1,6,1128,1017,1017,1017,1222934
1488,3015,2,2,0,0,1,6,1028,1018,1029,1138,1338
1490,4030,2,2,0,0,1,6,1027,1017,1019,1038,1328
1491,4040,2,2,0,0,1,4,1028,1139,1328,104019,1032935
1494,015,3,2,0,0,0,62941,6,1027,1037,1129,1028
1495,030,3,2,0,0,0,42941,5,1028,1018,1018,1012934
1496,040,3,2,0,0,0,63041,5,1138,1139,1118,1019
1498,00,4,2,0,0,1,5,1329,1017,1018,104038,132
1499,150,4,2,0,0,1,5,1139,1137,1127,1129,1018
1501,3015,4,2,0,0,1,3942941,5,1138,1128,1018,10193034
1504,4040,4,2,0,0,1,4,1028,1128,1338,1018,1018
1507,5040,4,2,0,0,1,6,1028,1039,1127,1018,1018
1510,300,5,2,0,0,0,6,1129,1128,1339,1039,111928
1514,150,5,3,0,0,1,42941,5,1138,1128,1018,1019
1519,1515,0,0,1,0,0,4403041,5,1028,1039,1127,1038
1523,150,0,1,1,0,1,62941,6,1028,1039,1129,1038
1524,1515,0,1,1,0,1,4,1029,1139,1137,114018,122
1525,3015,0,1,1,0,1,5,1119,1028,1019,1227,124038
1526,4015,0,1,1,0,1,63041,5,1139,1139,1337,184537
1532,3030,1,1,1,0,0,43141,4,1029,1329,1018,1018
1539,015,3,1,1,0,0,6,1029,1038,1119,1029,1017
1540,1515,3,1,1,0,0,43041,5,1039,1338,1139,1128
1541,1530,3,1,1,0,0,42941,5,1128,1137,1139,1112934
1545,1515,4,1,1,0,1,6,132,24434019,102,1438,213
1546,3015,4,1,1,0,1,43141,4,1138,1129,1019,1018
1549,4040,4,1,1,0,1,4,1018,1028,1329,1917,184537
1550,4050,4,1,1,0,1,6,1028,1019,1019,1018,1028
1555,1515,5,1,1,0,0,5,1139,1128,1119,1219,1037
1557,1540,5,1,1,0,0,6,1137,1318,1019,1038,1119
1558,00,0,0,0,0,1,62941,5,1027,1018,1017,1019
1560,1515,0,0,0,0,1,63141,5,1129,1029,1027,1038
1564,00,1,0,0,0,0,42941,5,1129,1128,1019,1039
1573,5040,1,0,0,0,0,6,1039,1129,1028,1128,1328
1579,3015,1,1,0,0,1,42941,5,1138,1129,1128,13393034
1581,4030,1,1,0,0,1,6,1028,1129,1339,1129,1019
1586,1540,2,1,0,0,0,43041,5,1027,1019,1029,1039
1587,3040,2,1,0,0,0,5,1217,1018,1018,1028,1129
1598,00,4,2,0,0,1,43041,5,1018,1018,1019,1029
1602,3030,4,2,0,0,1,5,1128,1129,1129,1329,103833134
1605,150,5,2,0,0,0,63141,5,1128,1028,1018,1018
1607,400,5,2,0,0,0,3942941,5,1039,1129,1018,1018
1611,300,5,3,0,0,1,6,1339,1129,1129,1329,1139
1612,3015,5,3,0,0,1,62941,5,1138,1129,1028,1137
1614,4030,5,3,0,0,1,5,1129,1127,1037,1129,1328
1620,1530,0,0,1,0,0,394,1118,1029,1028,1028,1028
1624,300,1,0,1,0,1,6,1139,1139,1137,1318,1029
1631,00,2,1,1,0,1,63041,4,1029,1038,1138,1323134
1632,015,2,1,1,0,1,62941,5,1138,1128,1019,10193034
1634,1530,2,1,1,0,1,63141,5,1037,1139,1138,1139
1640,3015,3,1,1,0,0,4,1137,1339,1339,1139,1119
1642,3040,3,1,1,0,0,42941,4,1138,1138,1338,1038
1646,5040,3,1,1,0,0,42941,6,1029,1028,1128,1038
1653,4040,3,2,1,0,1,6,1139,1138,1138,1139,1128
1659,00,4,3,1,0,1,43141,5,1128,1128,1138,1339
1661,1515,4,3,1,0,1,43041,5,1029,1138,1138,1138
1670,150,5,4,1,0,1,43141,5,1138,1137,1338,131828
1671,300,5,4,1,0,1,5,1138,1139,1137,1917,104539
1676,3015,0,0,0,0,1,6,102,102,112,113,133
1679,00,1,0,0,0,0,4,122,10422,103,113,112
1680,150,1,0,0,0,0,6,102,102,112,102,102
1684,4030,1,0,0,0,0,6,122,11453,133,112,1912934
1685,00,1,1,0,0,1,4,102,113,113,112,113
1686,150,1,1,0,0,1,6,102,101,122,101,10422
1691,150,2,1,0,0,0,43141,6,103,113,113,113
1695,150,2,2,0,0,1,6,102,102,112,102,183
1696,1515,2,2,0,0,1,5,102,111,102,103,112
1697,1530,2,2,0,0,1,42941,5,112,113,112,113
1702,300,2,3,0,0,0,62941,440,102,152,213,17228
1706,300,2,4,0,0,1,6,132,10401,101,142,1132934
1715,400,3,5,0,0,1,63041,4,112,132,101,102
1717,150,4,5,0,0,0,6,103,112,112,112,103
1737,3015,1,1,0,1,1,42941,6,102,112,101,102
1738,3030,1,1,0,1,1,6,112,112,101,101,102
1739,4030,1,1,0,1,1,6,102,112,112,113,112
1742,030,2,1,0,1,0,4,102,112,132,113,133
1743,040,2,1,0,1,0,6,102,101,102,102,1142228
1748,4015,3,1,0,1,1,6,112,113,113,111,101
1749,4030,3,1,0,1,1,63041,6,112,112,111,122
1750,4040,3,1,0,1,1,62941,6,113,112,112,112
1751,5040,3,1,0,1,1,42941,5,112,111,101,101
1757,00,4,2,0,1,1,6,112,132,112,102,102
1763,00,5,2,0,1,0,63141,6,112,132,111,102
1766,3015,5,2,0,1,0,62941,4,112,113,133,112
1770,015,5,3,0,1,1,5,112,111,102,11403,113
1774,3040,5,3,0,1,1,6,102,101,102,102,1122934
1776,4050,5,3,0,1,1,53141,6,102,112,103,112
1777,4040,5,3,0,1,1,4,102,102,112,112,103
1779,00,0,0,1,1,0,63141,6,132,103,113,101
1783,3030,0,0,1,1,0,6,112,112,103,111,102
1784,3040,0,0,1,1,0,4,112,101,122,10403,132
1785,4040,0,0,1,1,0,6,112,101,102,112,10128
1787,4040,0,0,1,1,0,6,132,101,103,112,131
1789,00,0,1,1,1,1,6,112,103,112,112,10403
1792,3015,0,1,1,1,1,63141,4,112,112,102,112
1793,3030,0,1,1,1,1,5,112,112,112,111,102
1798,3015,1,1,1,1,0,42941,6,102,101,102,10401
1803,00,1,2,1,1,1,42941,6,11401,122,153,11452
1806,3015,1,2,1,1,1,6,102,101,101,103,132
1808,00,2,2,1,1,0,440,102,142,113,152,202
1809,150,2,2,1,1,0,640,102,142,21403,262,162
1811,3015,2,2,1,1,0,6403141,5,112,10422,102,112
1816,00,2,3,1,1,1,4,101,122,113,112,10401
1828,150,3,4,1,1,1,42941,5,112,112,101,10328
1834,400,4,4,1,1,0,6403141,540,113,152,101,141
1847,300,0,0,2,1,0,4403041,6,112,113,111,122
1848,400,0,0,2,1,0,6,122,101,121,101,122
1850,00,0,1,2,1,1,42941,6,112,113,112,112
1851,150,0,1,2,1,1,42941,6,102,102,101,121
1854,00,1,1,2,1,0,6,112,122,112,101,102
1860,015,1,2,2,1,1,4,132,103,112,103,112
1867,400,2,2,2,1,0,440,112,18442,141,262,15228
1877,3015,3,3,2,1,0,6,122,10402,112,18442,11453
1879,00,3,4,2,1,1,62941,5,102,102,102,102
1880,150,3,4,2,1,1,53141,6,103,113,112,112
1882,400,3,4,2,1,1,43041,6,102,112,101,102
1890,015,4,5,2,1,1,6,102,102,11403,113,1523134
1892,3015,4,5,2,1,1,42941,6,102,101,102,102
1895,00,5,5,2,1,0,62941,6,132,102,112,18228
1897,1515,5,5,2,1,0,63041,4,122,10402,212,16128
1898,3015,5,5,2,1,0,62941,4,112,102,122,183
1901,00,5,6,2,1,1,63141,4,102,103,113,134033034
1906,4030,5,6,2,1,1,6,102,102,112,131,1032934
1908,10,6,6,2,1,1,5,102,103,132,10401,102
1910,12,6,6,2,1,0,4,132,103,111,102,113
1913,51,6,6,2,1,1,4,122,101,101,102,112
1916,63,6,6,2,1,1,6,102,103,112,101,102
1917,00,0,0,0,0,1,4,1027,113,111,101,1013134
1920,400,0,0,0,0,1,4,1127,10403,112,153,111
1923,030,1,0,0,0,0,6,1127,101,102,101,102
1924,040,1,0,0,0,0,3942941,4,1138,113,113,112
1929,1515,2,0,0,0,1,62941,5,1128,101,101,102
1940,3015,3,1,0,0,1,43141,4,1138,113,112,102
1941,3030,3,1,0,0,1,4,1028,103,113,113,1133134
1943,00,4,1,0,0,0,42941,5,1028,102,111,101
1945,1515,4,1,0,0,0,62941,5,1028,103,132,102
1946,3015,4,1,0,0,0,4,1128,103,133,183,191
1947,3030,4,1,0,0,0,62941,5,1127,112,112,102
1954,1530,4,2,0,0,1,6,1038,113,113,112,101
1957,150,4,3,0,0,0,43141,4,1018,101,101,101
1959,400,4,3,0,0,0,43041,5,1128,101,103,132
1961,00,4,4,0,0,1,4,1029,111,101,101,102
1962,015,4,4,0,0,1,4,1128,101,102,113,112
1964,3015,4,4,0,0,1,42941,6,1029,112,102,101
1965,3030,4,4,0,0,1,6,1117,101,101,103,113
1973,300,5,4,0,0,0,5,1129,113,111,101,101
1974,3015,5,4,0,0,0,42941,4,1139,112,10403,112
1977,00,5,5,0,0,1,6,1138,191,123,212,10328
1978,015,5,5,0,0,1,42941,6,1038,113,113,113
1980,1530,5,5,0,0,1,43241,5,1027,112,113,113
1981,1540,5,5,0,0,1,6,1128,103,113,112,101
1985,1530,5,6,0,0,0,42941,4,1138,112,103,112
1987,4030,5,6,0,0,0,4,1128,102,101,102,133
1992,300,0,0,0,1,1,6,1318,10403,113,151,10128
1993,3015,0,0,0,1,1,4,1128,103,113,113,113
1999,00,1,1,0,1,1,6,1128,103,113,112,102
2001,1515,1,1,0,1,1,6,1118,101,102,113,112
2002,1530,1,1,0,1,1,63141,4,1137,111,102,11403
2003,1540,1,1,0,1,1,42941,4,1018,102,112,1113134
2004,00,1,2,0,1,0,43141,5,1017,101,101,101
2006,300,1,2,0,1,0,394,1018,102,133,112,103
2008,00,1,3,0,1,1,43041,394,1038,113,133,1112935
2011,3015,1,3,0,1,1,6,1028,111,102,111,1032935
2013,00,2,3,0,1,0,63141,5,1019,103,112,101
2014,015,2,3,0,1,0,63141,4,1038,103,131,10128
2015,1515,2,3,0,1,0,63141,5,1018,101,101,101
2017,3030,2,3,0,1,0,63141,4,1028,103,113,112
2024,3040,2,4,0,1,1,4,1138,112,102,102,101
2027,00,2,5,0,1,0,43241,5,1128,112,103,111
2029,030,2,5,0,1,0,63141,6,1118,103,113,113
2039,300,1,0,0,2,0,6,1329,103,113,113,111
2042,4030,1,0,0,2,0,43141,4,1118,102,103,113
2046,5040,1,0,0,2,0,63141,4,1138,193,131,10328
2047,00,1,1,0,2,1,4,1018,102,102,111,101
2054,030,2,1,0,2,0,43041,396,1117,101,101,101
2056,00,3,1,0,2,1,6,1128,112,11422,132,102
2060,3030,3,1,0,2,1,6,1128,101,101,102,113
2063,150,4,1,0,2,0,62941,4,1138,113,112,10328
2067,00,4,2,0,2,1,4,1027,101,103,112,132
2072,00,5,2,0,2,0,5,1029,102,101,102,103
2074,030,5,2,0,2,0,6,1128,102,102,101,103
2075,1530,5,2,0,2,0,62941,6,1018,101,103,112
2077,3040,5,2,0,2,0,62941,4,1138,112,103,131
2082,300,5,3,0,2,1,42941,6,1128,111,101,102
2086,015,0,0,1,2,0,6,1029,101,101,102,103
2090,3040,0,0,1,2,0,63141,4,1137,132,113,111
2092,4050,0,0,1,2,0,4,1138,102,102,102,113
2095,300,1,0,1,2,1,62941,4,1029,102,113,133
2096,400,1,0,1,2,1,42941,5,1037,112,112,133
2098,00,2,0,1,2,0,4,1028,103,113,113,133
2099,015,2,0,1,2,0,393943041,4,1127,112,133,113
2102,3030,2,0,1,2,0,62941,5,1128,112,132,1033034
2104,4040,2,0,1,2,0,63141,5,1118,103,111,101
2105,4050,2,0,1,2,0,6,1028,101,103,112,133
2113,400,4,0,1,2,0,43141,4,1137,133,111,102
2114,4015,4,0,1,2,0,42941,5,1018,102,113,111
2115,4030,4,0,1,2,0,4,1128,101,102,102,113
2116,00,4,1,1,2,1,6,1118,101,103,133,1112934
2121,00,5,1,1,2,0,42941,5,1128,103,131,102
2122,150,5,1,1,2,0,4,1128,101,12403,113,1113034
2128,300,5,2,1,2,1,42941,5,1128,102,10403,132
2130,3030,5,2,1,2,1,42941,4,1028,113,113,1912934
2131,3040,5,2,1,2,1,396,1037,113,113,111,101
2132,4040,5,2,1,2,1,4,1018,102,112,102,1023134
2134,4040,5,2,1,2,1,3943041,5,1018,103,112,1022935
2137,5040,5,2,1,2,1,6,1028,111,102,113,11128
2140,00,0,0,2,2,0,4,1038,11403,211,101,102
2141,015,0,0,2,2,0,42941,5,1138,113,112,103
2142,1515,0,0,2,2,0,6,1127,101,102,103,112
2144,4015,0,0,2,2,0,63141,5,1018,101,101,102
2149,400,0,1,2,2,1,42941,6,1028,111,102,103
2151,00,1,1,2,2,0,6,1328,101,102,102,112
2154,1530,1,1,2,2,0,62941,4,1138,113,132,101
2156,3040,1,1,2,2,0,63141,6,1028,103,113,112
2158,150,2,1,2,2,1,42941,4,1137,113,111,101
2160,400,2,1,2,2,1,42941,4,1138,111,102,19328
2161,00,3,1,2,2,0,62941,5,1117,10403,212,163
2166,150,3,2,2,2,1,4,1138,101,101,101,101
2168,400,3,2,2,2,1,42941,6,1038,113,113,10401
2169,00,4,2,2,2,0,6,1328,103,132,101,101
2170,015,4,2,2,2,0,42941,4,1137,113,133,103
2181,1515,0,0,0,0,1,4,1028,1139,1339,1138,1139
2184,00,1,0,0,0,0,52941,5,1127,1138,1139,1037
2189,4030,1,0,0,0,0,43041,5,1128,1319,1019,1027
2191,5040,1,0,0,0,0,43041,4,1137,1329,1138,1113134
2195,4050,1,0,0,0,0,42941,6,1029,1038,1128,1018
2201,3040,2,0,0,0,1,4,1338,1018,1018,1028,1129
2202,4040,2,0,0,0,1,43041,6,1127,1139,1138,1139
2204,4040,2,0,0,0,1,42941,4,1028,1129,1319,1017
2205,5040,2,0,0,0,1,6,1038,1139,1329,1019,1018
2206,4040,2,0,0,0,1,4,1238,1139,1338,1038,1339
2207,5040,2,0,0,0,1,42941,5,1338,1128,1319,1039
2212,00,3,1,0,0,1,62941,4,1019,1028,1018,1019
2213,150,3,1,0,0,1,43141,4,1137,1128,1028,1013134
2222,015,4,2,0,0,1,42941,5,1028,1019,1027,104037
2226,3040,4,2,0,0,1,6,1028,1017,1019,1039,1332934
2231,1515,5,2,0,0,0,6,1329,1018,1039,1339,1119
2238,4050,5,2,0,0,0,42941,5,1138,1139,1138,1138
2242,3015,0,0,1,0,1,396,1028,1038,1339,1137,1138
2255,00,2,1,1,0,0,43141,5,1128,1128,1019,1029
2257,1515,2,1,1,0,0,4,1029,1138,1137,1139,1138
2261,4040,2,1,1,0,0,4,1228,104038,213,1627,1222935
2267,4015,2,2,1,0,1,4,1029,1138,1139,1138,1129
2275,5040,3,2,1,0,0,62941,4,1139,1128,1129,1018
2276,00,3,3,1,0,1,5,1118,1028,1029,1139,1028
2279,3015,3,3,1,0,1,6,1037,1139,1139,1039,1018
2281,4030,3,3,1,0,1,6,1019,1019,1018,1039,1127
2282,4040,3,3,1,0,1,396,1129,1029,1338,1337,1329
2283,4050,3,3,1,0,1,6,1029,1138,1339,1038,1339
2286,300,3,4,1,0,0,42941,4,1029,1327,104518,2029
2291,300,3,5,1,0,1,42941,6,1129,1018,1018,1033134
2292,3015,3,5,1,0,1,6,1238,1038,1127,1017,1013134
2294,00,4,5,1,0,0,6,1328,1019,1028,1018,1027
2297,3015,4,5,1,0,0,63041,6,1028,1029,104217,1212935
2302,4040,4,5,1,0,0,62941,5,1129,1138,1139,1122934
2303,4050,4,5,1,0,0,6,1218,1018,1029,1128,1137
2309,5040,4,5,1,0,0,43241,4,1139,1038,1119,1028
2312,00,0,0,1,1,1,62941,5,1129,1039,1339,1038
2317,00,1,0,1,1,0,62941,6,1338,1129,1128,1029
2320,3015,1,0,1,1,0,4,1128,1018,1038,1339,1139
2322,3040,1,0,1,1,0,3943241,6,1029,1039,1128,1017
2323,00,2,0,1,1,1,4,1028,1038,1129,1018,1029
2328,015,3,0,1,1,0,4,1129,1017,1019,1017,1038
2334,5040,3,0,1,1,0,4,1129,1038,1138,1337,134019
2335,4040,3,0,1,1,0,63041,4,1019,1027,1339,1319
2350,5040,5,0,1,1,0,4,1137,1329,1018,1018,1028
2354,3015,5,1,1,1,1,42941,4,1139,1139,1138,1138
2356,00,0,0,2,1,0,4,1229,1029,1128,1038,1129
2359,1530,0,0,2,1,0,394,1129,1018,1017,1019,1038
2361,00,1,0,2,1,1,5,1339,1138,1127,1917,124518
2362,015,1,0,2,1,1,4,1339,1038,1337,104038,1113135
2374,3015,2,1,2,1,1,4,1339,1038,1129,1029,1019
2379,300,3,1,2,1,0,42941,5,1128,1339,1917,184537
2382,3040,3,1,2,1,0,6,1229,1019,1039,1137,1339
2385,00,3,2,2,1,1,6,1329,1018,1029,1039,1338
2386,150,3,2,2,1,1,43141,4,1129,1018,1018,1018
2387,1515,3,2,2,1,1,62941,5,1129,1039,1129,1138
2388,3015,3,2,2,1,1,42941,4,1137,1038,1139,1128
2390,00,4,2,2,1,0,5,1039,1329,1038,1128,1039
2391,015,4,2,2,1,0,4,1127,104028,102,1438,113
2392,030,4,2,2,1,0,6,1328,104038,113,1528,212
2393,1530,4,2,2,1,0,42941,5,1038,1129,1138,1328
2395,00,5,2,2,1,1,63141,396,1128,1019,1027,1012934
2396,015,5,2,2,1,1,43241,4,1138,1018,1018,104038
2399,4015,5,2,2,1,1,42941,5,1128,1019,1018,103928
2400,00,0,0,0,0,1,63141,4,112,102,103,112
2401,150,0,0,0,0,1,4,102,102,112,102,112
2403,3015,0,0,0,0,1,6,112,102,102,101,113
2405,4030,0,0,0,0,1,6,112,101,113,112,103
2406,4040,0,0,0,0,1,5,113,112,102,101,193
2407,4050,0,0,0,0,1,63141,6,112,103,102,112
2408,4040,0,0,0,0,1,62941,4,112,102,103,1123134
2409,4050,0,0,0,0,1,63141,6,113,113,102,111
2410,4040,0,0,0,0,1,6,102,101,112,102,102
2412,00,0,1,0,0,0,6,112,103,112,103,113
2415,3015,0,1,0,0,0,63041,5,112,102,103,1023135
2416,3030,0,1,0,0,0,62941,6,102,103,111,111
2417,4030,0,1,0,0,0,4,112,102,102,113,112
2422,00,1,2,0,0,0,42941,6,112,111,102,102
2423,150,1,2,0,0,0,4,113,103,111,111,122
2427,3040,1,2,0,0,0,4,112,10401,121,153,212
2428,4040,1,2,0,0,0,4,101,102,112,111,101
2429,5040,1,2,0,0,0,6,102,103,112,103,112
2430,4040,1,2,0,0,0,62941,6,112,112,112,103
2431,5040,1,2,0,0,0,42941,4,112,102,102,112
2434,1515,1,3,0,0,1,62941,4,113,112,103,111
2435,1530,1,3,0,0,1,42941,6,102,102,112,102
2437,3040,1,3,0,0,1,43141,6,102,102,103,112
2442,00,1,5,0,0,1,4403041,4,112,102,102,112
2444,1515,1,5,0,0,1,6,102,101,132,10401,112
2449,1515,2,5,0,0,0,6,102,102,102,102,103
2453,00,0,0,0,1,1,43141,4,112,102,103,112
2456,3015,0,0,0,1,1,6,112,101,112,102,102
2457,3030,0,0,0,1,1,6,101,101,133,112,103
2459,4040,0,0,0,1,1,4,112,102,102,102,101
2460,4050,0,0,0,1,1,6,112,101,112,103,102
2461,4040,0,0,0,1,1,6,101,101,111,103,103
2462,4050,0,0,0,1,1,43041,6,102,103,103,111
2463,4040,0,0,0,1,1,63141,4,113,112,102,102
2465,4040,0,0,0,1,1,6,103,113,103,112,112
2466,4050,0,0,0,1,1,6,113,102,102,112,103
2469,4040,0,0,0,1,1,4,112,103,102,102,112
2470,4050,0,0,0,1,1,63141,6,103,112,10403,132
2471,00,0,1,0,1,0,6,112,102,112,112,101
2481,4040,0,2,0,1,1,43041,4,112,112,132,1032934
2482,4050,0,2,0,1,1,4,102,103,102,102,112
2486,3015,0,3,0,1,0,4,112,103,113,103,103
2487,3030,0,3,0,1,0,43041,5,102,112,102,103
2489,00,1,3,0,1,1,4,113,113,103,11401,131
2492,3015,1,3,0,1,1,6,112,102,101,101,113
2493,4015,1,3,0,1,1,6,102,101,112,103,102
2494,00,2,3,0,1,0,6,112,112,101,111,103
2495,015,2,3,0,1,0,6,102,102,102,112,102
2496,030,2,3,0,1,0,4,102,102,102,132,102
2497,1530,2,3,0,1,0,5,112,101,101,132,111
2500,4040,2,3,0,1,0,4,102,112,102,112,111
2501,5040,2,3,0,1,0,62941,6,102,102,102,103
2503,5040,2,3,0,1,0,42941,6,102,112,103,102
2504,4040,2,3,0,1,0,63141,5,112,103,113,122
2507,5040,2,3,0,1,0,42941,6,102,101,102,112
2510,4040,2,3,0,1,0,4,102,102,112,103,111
2511,4050,2,3,0,1,0,6,102,102,113,182,18443
2512,4040,2,3,0,1,0,6402941,5,102,103,112,1013034
2515,150,3,3,0,1,1,42941,6,102,102,111,102
2516,300,3,3,0,1,1,63141,4,111,102,113,112
2518,3030,3,3,0,1,1,4,112,113,103,112,1012934
2519,4030,3,3,0,1,1,6,113,113,102,112,111
2522,4040,3,3,0,1,1,4,112,101,112,103,103
2523,5040,3,3,0,1,1,62941,6,102,112,101,122
2525,5040,3,3,0,1,1,6,112,103,102,112,103
2528,00,4,3,0,1,0,6,112,103,112,112,101
2530,1515,4,3,0,1,0,6,112,103,113,103,112
2531,1530,4,3,0,1,0,4,113,102,131,103,112
2532,3030,4,3,0,1,0,4,102,193,19443,142,202
2533,4030,4,3,0,1,0,4,112,112,102,112,103
2534,4040,4,3,0,1,0,6,112,113,112,102,102
2536,00,4,4,0,1,1,6,102,101,132,103,1022935
2539,3015,4,4,0,1,1,6,112,101,112,102,102
2541,00,5,4,0,1,0,6,112,101,102,112,112
2544,3015,5,4,0,1,0,4,112,102,103,102,102
2545,3030,5,4,0,1,0,6,112,103,112,111,101
2546,3040,5,4,0,1,0,6,102,102,102,112,102
2548,5040,5,4,0,1,0,5,102,112,102,112,103
2551,00,0,0,1,1,1,4,112,103,103,11422,112
2552,015,0,0,1,1,1,4,102,102,112,102,103
2553,030,0,0,1,1,1,63141,6,102,102,111,1022935
2556,150,0,1,1,1,0,4,112,102,102,102,112
2557,300,0,1,1,1,0,6,132,103,132,102,101
2559,4015,0,1,1,1,0,6,112,103,111,112,102
2564,3015,0,2,1,1,1,6,112,101,112,113,122
2567,015,1,2,1,1,0,4,112,101,112,142,212
2568,1515,1,2,1,1,0,6,112,103,112,101,103
2571,4030,1,2,1,1,0,5,112,102,102,102,113
2574,4040,1,2,1,1,0,6,113,103,113,10401,122
2575,4050,1,2,1,1,0,6,102,112,102,112,102
2577,5040,1,2,1,1,0,63141,5,112,103,113,102
2578,00,1,3,1,1,1,43041,6,102,112,103,112
2583,3040,1,3,1,1,1,6,113,112,101,102,112
2586,1515,1,4,1,1,0,6,113,102,131,111,121
2587,3015,1,4,1,1,0,42941,5,112,101,102,112
2595,1515,2,5,1,1,0,5,112,101,103,113,112
2600,150,0,0,1,2,1,4,102,101,111,101,132
2601,1515,0,0,1,2,1,4,111,103,103,113,102
2603,3030,0,0,1,2,1,6,102,102,111,102,111
2605,00,1,0,1,2,0,6,111,111,103,123,113
2607,1515,1,0,1,2,0,42941,6,111,102,102,10401
2609,3030,1,0,1,2,0,62941,6,112,112,113,1213135
2610,3040,1,0,1,2,0,4,112,101,121,113,113
2612,150,2,0,1,2,1,6,112,103,102,103,102
2613,300,2,0,1,2,1,4,112,102,101,101,191
2615,00,3,0,1,2,0,6,112,101,103,102,10128
2620,00,3,1,1,2,1,4,102,102,132,103,133
2622,300,3,1,1,2,1,4,111,102,103,191,13451
2623,400,3,1,1,2,1,43041,4,102,112,112,1023135
2624,4015,3,1,1,2,1,6,102,102,111,102,112
2625,4030,3,1,1,2,1,6,112,102,102,112,102
2632,1515,4,2,1,2,1,43041,4,112,103,103,112
2634,4015,4,2,1,2,1,4,113,112,103,111,102
2635,4030,4,2,1,2,1,63141,5,102,112,103,113
2638,300,5,2,1,2,0,6,112,103,113,101,1222935
2640,4015,5,2,1,2,0,6,112,102,102,132,113
2641,00,5,3,1,2,1,6,102,103,103,112,112
2643,1515,5,3,1,2,1,6,102,112,101,122,11328
2646,4030,5,3,1,2,1,6,102,102,112,112,112
2648,5040,5,3,1,2,1,6,103,113,102,11402,11328
2650,4050,5,3,1,2,1,63141,6,102,112,101,102
2651,4040,5,3,1,2,1,4,112,102,102,112,132
2659,150,5,5,1,2,1,43141,6,102,103,102,103
2660,300,5,5,1,2,1,4,112,101,132,103,102
2661,3015,5,5,1,2,1,4,102,101,132,10401,111
2663,00,6,5,1,2,0,63141,6,112,102,111,112
2664,150,6,5,1,2,0,6,101,111,102,103,1113034
2667,00,6,6,1,2,1,43141,5,112,102,102,113
2669,20,6,6,1,2,0,6,112,101,102,112,113
2672,41,6,6,1,2,0,63041,5,112,101,102,112
2673,51,6,6,1,2,0,6,112,102,103,122,101
2677,64,6,6,1,2,0,6,112,102,112,102,112
2678,00,0,0,0,0,0,43241,5,1028,101,102,101
2679,015,0,0,0,0,0,6,1029,101,101,103,113
2681,040,0,0,0,0,0,5,1128,103,132,10403,112
2683,150,0,1,0,0,1,4,1128,102,102,112,112
2684,300,0,1,0,0,1,43041,6,1028,101,101,1012934
2689,1515,0,2,0,0,0,4,1029,101,122,10403,113035
2692,4030,0,2,0,0,0,62941,4,1128,103,112,10403
2694,5040,0,2,0,0,0,43041,4,1138,112,103,112
2696,4050,0,2,0,0,0,6,1027,101,102,102,103
2698,150,0,3,0,0,1,396,1029,103,112,112,102
2702,00,0,4,0,0,0,4,1017,102,102,102,102
2704,1515,0,4,0,0,0,62941,6,1137,112,112,1012934
2705,1530,0,4,0,0,0,6,1028,101,102,103,111
2707,3040,0,4,0,0,0,42941,6,1028,103,113,112
2708,4040,0,4,0,0,0,6,1128,103,111,102,103
2709,4050,0,4,0,0,0,62941,4,1129,101,102,1133034
2710,00,0,5,0,0,1,6,1128,101,103,113,113
2711,150,0,5,0,0,1,6,1028,101,102,113,133135
2714,4015,0,5,0,0,1,6,1129,103,112,112,101
2719,4015,0,0,0,1,0,6,1129,103,113,112,19328
2722,150,1,0,0,1,1,5,1118,103,112,101,103
2731,015,2,1,0,1,1,4,1128,111,103,113,112
2732,1515,2,1,0,1,1,63141,395,1027,103,112,1023134
2734,1540,2,1,0,1,1,4,1039,112,112,112,113
2737,300,3,1,0,1,0,42941,5,1118,103,111,102
2740,00,4,1,0,1,1,43141,6,1029,103,112,113
2741,150,4,1,0,1,1,42941,4,1128,112,111,101
2742,300,4,1,0,1,1,53141,6,1038,113,112,133
2743,3015,4,1,0,1,1,6,1038,113,112,112,103
2745,3040,4,1,0,1,1,394,1329,103,112,101,103
2746,4040,4,1,0,1,1,63041,4,1029,102,101,103
2749,015,4,2,0,1,0,42941,5,1138,113,133,11401
2750,1515,4,2,0,1,0,5,1137,112,113,113,112
2751,1530,4,2,0,1,0,4,1127,103,112,101,203135
2753,4030,4,2,0,1,0,6,1028,101,101,101,101
2755,150,5,2,0,1,1,42941,6,1027,113,112,1113034
2756,1515,5,2,0,1,1,4,1028,113,112,111,101
2760,00,5,3,0,1,0,6,1327,10403,212,162,1035
2763,1530,5,3,0,1,0,4,1129,102,103,112,101
