,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5
16470,015,1,2,0,0,1,4,1127,1028,1129,1019,1017
16472,1530,1,2,0,0,1,43141,5,1038,1138,104219,1028
16478,015,1,3,0,0,0,5314241,4,1128,1019,1028,111828
16479,1515,1,3,0,0,0,6,1329,1019,1017,1018,1017
16480,3015,1,3,0,0,0,6314241,4,1137,114038,132,141928
16481,4015,1,3,0,0,0,4,1017,1018,1028,1339,1113034
16483,150,2,3,0,0,1,5,1137,1338,1038,1118,103828
16484,1515,2,3,0,0,1,4,1017,1028,1129,1137,1339
16485,1530,2,3,0,0,1,42941,5,1139,1038,104019,202
16487,3040,2,3,0,0,1,3641,4,1319,1017,1017,104038
16489,5040,2,3,0,0,1,53141,5,1038,1137,1038,1137
16491,5040,2,3,0,0,1,63141,5,1038,1138,1139,1138
16496,00,3,4,0,0,1,53141,4,1017,1028,1139,1128
16499,400,3,4,0,0,1,6,1039,1139,1138,1338,1138
16500,4015,3,4,0,0,1,63141,5,1018,1028,1128,1029
16501,4030,3,4,0,0,1,6,1029,1037,1339,1339,1319
16502,4040,3,4,0,0,1,5,1118,1039,1327,104018,101
16503,5040,3,4,0,0,1,6,1029,1029,1139,1139,1139
16506,4040,3,4,0,0,1,396,1119,1017,1019,1028,1123134
16507,5040,3,4,0,0,1,6,1027,1017,1019,1017,1018
16509,5040,3,4,0,0,1,43141,4,1138,1138,1137,1119
16511,150,3,5,0,0,0,5,1119,1019,1027,1018,1032934
16513,3015,3,5,0,0,0,62941,5,1128,1129,1118,1039
16514,3030,3,5,0,0,0,6,1028,1019,1239,104039,1322935
16518,300,4,5,0,0,1,4314241,4,1018,1038,1128,1129
16519,3015,4,5,0,0,1,43041,4,1137,1139,1138,1139
16523,5040,4,5,0,0,1,4,1129,1027,1019,1019,1018
16529,00,1,0,0,1,1,5,1128,118,1139,1129,101828
16530,015,1,0,0,1,1,43141,5,1128,1019,1027,1038
16531,030,1,0,0,1,1,62941,5,1127,1329,1037,1138
16532,040,1,0,0,1,1,5,1137,1138,1019,1038,1337
16540,4030,2,0,0,1,0,42941,4,1138,1129,1018,1013134
16542,5040,2,0,0,1,0,6,1229,1019,1038,1129,1018
16548,400,3,0,0,1,1,43141,5,1039,1129,1018,1018
16549,00,3,1,0,1,0,4,1038,114238,1329,1019,1038
16551,1515,3,1,0,1,0,63141,5,1128,1018,1017,104039
16552,3015,3,1,0,1,0,3952941,4,1137,1128,1039,1139
16554,4030,3,1,0,1,0,42941,5,1139,1137,1329,1038
16555,4040,3,1,0,1,0,5,1129,1019,1018,1039,1129
16556,4050,3,1,0,1,0,4,1139,1018,1218,104039,212
16560,5040,3,1,0,1,0,62941,5,1029,1028,1039,1122934
16561,4040,3,1,0,1,0,4,1019,1018,1038,1138,1118
16567,030,4,1,0,1,1,6,1339,1138,1127,1119,1013035
16572,030,5,1,0,1,0,4324241,6,1128,1129,1128,1017
16573,1530,5,1,0,1,0,6,1029,1018,1028,1339,1137
16575,3040,5,1,0,1,0,63241,5,1138,1139,1138,1019
16576,00,5,2,0,1,1,6,1338,1119,1019,1039,1129
16581,3040,5,2,0,1,1,4,1128,1028,1028,1139,1138
16582,4040,5,2,0,1,1,6,1128,1139,1138,1129,1038
16585,150,5,3,0,1,0,4,1329,1019,104217,104038,1132935
16590,300,0,0,1,1,1,5,1129,1138,1119,1018,1012934
16598,150,1,1,1,1,1,6,1027,1029,1028,1139,1139
16599,300,1,1,1,1,1,43041,6,1128,1118,1039,1138
16603,150,1,2,1,1,0,6,1217,104539,113,1519,2019
16604,1515,1,2,1,1,0,5,1128,1029,1018,1027,1028
16607,3040,1,2,1,1,0,6,1238,1038,1138,1028,1037
16610,030,1,3,1,1,1,4,1039,1129,1019,1218,1039
16617,150,2,3,1,1,0,43241,5,1037,1138,1118,1023135
16621,00,3,3,1,1,1,4,1018,1039,1138,1129,1329
16622,150,3,3,1,1,1,43141,5,1129,1139,1139,1123134
16623,1515,3,3,1,1,1,4,1027,114038,2129,164329,1112935
16624,3015,3,3,1,1,1,43141,5,1018,1038,1329,1038
16630,1530,3,4,1,1,0,52941,5,1138,1128,1328,1039
16633,4040,3,4,1,1,0,4,1229,1029,1138,1139,1127
16635,00,3,5,1,1,1,4,1029,1138,1128,1119,1032935
16640,00,0,0,0,0,0,43041,5,1128,102,101,101
16641,150,0,0,0,0,0,63041,6,1028,102,102,102
16642,1515,0,0,0,0,0,5,1118,101,122,10403,112
16647,150,0,1,0,0,1,4,1118,103,132,10403,112
16652,150,0,2,0,0,0,63141,5,1128,102,112,101
16658,400,1,2,0,0,1,62941,5,1128,103,113,1133135
16659,4015,1,2,0,0,1,6,1338,112,101,122,101
16661,015,1,3,0,0,0,6,1228,102,101,101,101
16663,1530,1,3,0,0,0,63141,4,1138,101,103,112
16664,1540,1,3,0,0,0,43041,4,1017,10403,112,1512935
16666,150,1,4,0,0,1,6,1038,113,133,103,132
16670,150,1,5,0,0,0,63141,5,1038,112,113,112
16682,1530,0,0,0,1,0,43141,6,1037,113,132,103
16683,1540,0,0,0,1,0,4,1028,103,113,113,11328
16694,4030,0,2,0,1,0,6,1027,102,132,102,103
16697,4040,0,2,0,1,0,6,1139,113,112,101,103
16698,5040,0,2,0,1,0,396,1228,10401,102,141,1212935
16699,00,1,2,0,1,1,42941,4,1037,113,111,103
16704,00,1,3,0,1,0,62941,5,1128,102,112,103
16705,150,1,3,0,1,0,6,1229,102,112,101,101
16709,00,1,4,0,1,1,6,1129,112,112,101,101
16710,015,1,4,0,1,1,6,1037,111,122,101,101
16715,4040,1,4,0,1,1,43041,5,1138,113,112,122
16722,400,1,5,0,1,0,6,1027,103,112,102,101
16724,00,2,5,0,1,1,62941,4,1029,102,112,102
16726,300,2,5,0,1,1,4,1029,112,10403,212,161
16727,3015,2,5,0,1,1,4,1138,111,101,102,11128
16729,3040,2,5,0,1,1,4,1138,113,113,112,113
16730,4040,2,5,0,1,1,62941,4,1028,113,133,11128
16738,150,1,0,0,2,1,5,1138,112,10401,102,1422934
16739,300,1,0,0,2,1,6,1128,112,101,102,113
16745,4015,1,1,0,2,0,63041,5,1028,111,121,101
16750,00,2,2,0,2,0,42941,5,1129,103,111,101
16755,4030,2,2,0,2,0,63141,6,1038,113,132,101
16757,150,3,2,0,2,1,6,1027,102,101,103,112
16758,300,3,2,0,2,1,43041,4,1028,102,112,101
16761,150,3,3,0,2,0,6,1228,101,101,101,101
16763,400,3,3,0,2,0,6,1038,113,111,102,103
16777,4015,4,4,0,2,0,63141,4,1028,10403,113,1544328
16781,3015,5,4,0,2,1,6,1029,103,113,112,102
16783,3040,5,4,0,2,1,6,1028,101,102,101,102
16786,4040,5,4,0,2,1,43241,4,1028,112,132,113
16791,400,5,5,0,2,0,396,1238,113,111,101,1032934
16798,4040,6,5,0,2,1,4,1018,102,103,133,133
16802,4040,6,5,0,2,1,43041,5,1028,113,112,103
16806,11,6,6,0,2,1,6,1328,101,102,103,1133134
16808,13,6,6,0,2,0,63141,5,1128,10403,112,1523135
16811,25,6,6,0,2,0,62941,5,1128,112,113,113
16814,00,0,0,0,0,0,62941,6,1128,103,111,111
16816,1515,0,0,0,0,0,62941,5,1027,101,101,1033034
16819,4030,0,0,0,0,0,6,1028,103,113,103,111
16820,4040,0,0,0,0,0,6,1329,10401,201,1643403,111
16824,1515,1,0,0,0,1,4,1339,111,133,113,101
16825,3015,1,0,0,0,1,4,1038,112,111,103,1033135
16827,00,1,1,0,0,0,42941,5,1027,101,102,103
16830,3015,1,1,0,0,0,6,1219,101,101,113,111
16832,4030,1,1,0,0,0,5,1029,101,101,111,102
16833,4040,1,1,0,0,0,6,1329,10403,113,141,103
16834,5040,1,1,0,0,0,5,1029,101,103,103,113
16838,150,2,1,0,0,1,4,1038,191,13453,152,16128
16840,3015,2,1,0,0,1,43041,6,1129,103,103,111
16842,00,2,2,0,0,0,42941,6,1127,101,102,103
16844,1515,2,2,0,0,0,6,1129,101,101,113,111
16848,4040,2,2,0,0,0,4,1028,103,113,101,101
16850,4040,2,2,0,0,0,43041,5,1118,111,101,113
16851,5040,2,2,0,0,0,63041,5,1029,22433,113,103
16854,1515,3,2,0,0,1,42941,4,1127,103,103,112
16857,4030,3,2,0,0,1,6,1128,103,103,112,133
16860,00,3,3,0,0,0,42941,5,1119,111,101,112
16862,030,3,3,0,0,0,4,1038,101,101,113,113
16863,040,3,3,0,0,0,6,1018,111,103,103,113
16865,00,3,4,0,0,1,5,1239,113,103,113,102
16868,400,3,4,0,0,1,4,1038,112,13401,202,16228
16874,00,4,5,0,0,1,63141,4,1118,102,103,113
16875,150,4,5,0,0,1,4,1038,111,131,101,1112935
16878,00,0,0,0,1,0,4,1029,103,131,111,101
16881,1530,0,0,0,1,0,6,1029,101,101,132,111
16882,3030,0,0,0,1,0,63041,5,1129,103,111,1112934
16885,5040,0,0,0,1,0,5,1017,111,102,103,111
16893,4030,1,0,0,1,1,42941,4,1028,103,103,1032934
16894,4040,1,0,0,1,1,6,1029,101,212,16402,202
16896,00,1,1,0,1,0,6,1129,103,112,111,101
16900,3030,1,1,0,1,0,52941,4,1028,101,103,103
16902,4040,1,1,0,1,0,4,1037,103,113,103,111
16906,00,2,1,0,1,1,5,1127,113,103,112,113
16907,015,2,1,0,1,1,6,1117,101,112,111,133
16914,1530,3,1,0,1,0,43141,5,1039,103,113,103
16915,1540,3,1,0,1,0,4,1019,101,121,10401,10128
16916,00,3,2,0,1,1,4,1128,111,133,113,101
16922,4040,3,2,0,1,1,52941,4,1119,102,103,111
16923,4050,3,2,0,1,1,5,1128,103,103,112,1013134
16924,4040,3,2,0,1,1,6,1239,113,101,101,1940328
16925,4050,3,2,0,1,1,6,1138,113,103,112,10328
16928,300,4,2,0,1,0,6,1329,103,113,101,1033135
16932,1515,5,2,0,1,1,63141,4,1128,111,133,13401
16933,3015,5,2,0,1,1,6,1338,101,111,10403,102
16935,4030,5,2,0,1,1,6,1119,103,122,10401,112
16936,00,5,3,0,1,0,6,1138,103,113,103,111
16937,015,5,3,0,1,0,4,1118,111,101,11421,102
16940,3030,5,3,0,1,0,6,1118,101,103,103,112
16942,4040,5,3,0,1,0,5,1029,101,101,112,132
16946,00,0,0,1,1,1,4,1329,101,111,103,10128
16949,3015,0,0,1,1,1,42941,6,1139,113,103,132
16952,00,0,1,1,1,0,53141,6,1127,10401,201,16433
16954,300,0,1,1,1,0,43041,4,1027,133,11403,101
16957,150,1,1,1,1,1,6,1319,103,103,19401,13451
16963,300,1,2,1,1,0,4,1029,101,102,103,113
16965,00,2,2,1,1,1,43041,4,1118,103,103,111
16974,4030,2,3,1,1,0,5,1029,101,102,103,103
16978,3015,3,3,1,1,1,43241,6,1127,113,103,113
16981,00,3,4,1,1,0,396,1128,103,112,18401,12451
16982,150,3,4,1,1,0,6,1018,11421,103,101,121
16984,3015,3,4,1,1,0,43041,5,1029,111,101,113
16989,3015,4,4,1,1,1,63041,6,1118,101,112,111
16990,4015,4,4,1,1,1,6,1128,113,103,113,1013135
16991,00,4,5,1,1,0,6,1129,103,113,103,113834
16992,150,4,5,1,1,0,42941,4,1129,23431,101,113
16995,4015,4,5,1,1,0,6,1118,111,102,103,1113134
16996,00,5,5,1,1,1,4,1128,103,10401,121,25328
16997,015,5,5,1,1,1,6,1137,111,133,101,113
17001,4030,5,5,1,1,1,42941,6,1128,103,102,101
17004,1515,5,6,1,1,0,4,1028,101,101,111,103
17005,3015,5,6,1,1,0,5,1028,101,101,111,101
17007,4030,5,6,1,1,0,4,1129,10401,122,15443,1312935
17009,10,6,6,1,1,0,5,1128,103,111,103,112
17010,11,6,6,1,1,0,6,1128,10401,202,163,212
17011,12,6,6,1,1,1,63041,5,1138,111,111,101
17013,23,6,6,1,1,0,5,1028,103,113,10401,101
17015,43,6,6,1,1,1,42941,6,1137,111,101,102
17016,53,6,6,1,1,1,394,1338,113,103,111,113
17018,55,6,6,1,1,0,62941,6,1119,103,112,101
17020,66,6,6,1,1,1,6,1028,111,102,101,113
17021,76,6,6,1,1,0,5,1018,112,101,113,111
17022,77,6,6,1,1,0,393942941,6,1028,102,101,103
17026,99,6,6,1,1,0,5,1017,10401,103,223,1145328
17027,109,6,6,1,1,1,6,1129,101,111,101,111
17028,00,0,0,1,2,0,52941,5,1038,103,113,103
17029,015,0,0,1,2,0,4,1129,102,101,132,103
17031,3015,0,0,1,2,0,395,1028,101,101,111,101
17032,3030,0,0,1,2,0,4,1028,101,101,112,103
17034,4040,0,0,1,2,0,6,1319,103,113,103,112
17036,4040,0,0,1,2,0,52941,6,1128,101,101,101
17039,5040,0,0,1,2,0,3939396,1029,101,101,112,111
17040,4040,0,0,1,2,0,63041,5,1029,103,111,1112934
17041,4050,0,0,1,2,0,4,1118,113,111,133,101
17043,5040,0,0,1,2,0,43041,5,1039,102,101,112
17046,00,1,0,1,2,1,43041,4,1118,101,111,103
17049,1530,1,0,1,2,1,6,1129,103,103,111,103
17051,00,2,0,1,2,0,62941,5,1028,101,101,11403
17053,300,2,0,1,2,0,42941,6,1129,103,111,131
17059,00,3,1,1,2,0,43041,5,1128,10403,111,1544128
17061,1515,3,1,1,2,0,6,1318,103,111,1544401,1045128
17065,150,3,2,1,2,1,4,1039,111,113,113,103
17066,300,3,2,1,2,1,43041,396,1038,111,111,101
17073,4015,3,3,1,2,0,62941,6,1129,102,103,103
17074,4030,3,3,1,2,0,4,1128,103,111,131,101
17077,1515,4,3,1,2,1,6,1228,101,112,101,111
17080,3040,4,3,1,2,1,6,1127,101,111,101,133
17084,040,5,3,1,2,0,63141,6,1028,101,101,11403
17086,3040,5,3,1,2,0,62941,5,1038,102,101,113
17087,4040,5,3,1,2,0,43041,6,1128,103,113,18401
17094,015,0,1,2,2,0,52941,4,1128,101,101,113
17100,150,1,1,2,2,1,394,1037,113,103,112,133
17101,1515,1,1,2,2,1,63141,4,1118,103,103,112
17102,3015,1,1,2,2,1,4,1239,101,113,113,101
17104,00,1,2,2,2,0,6,1119,102,101,112,113
17108,00,2,2,2,2,1,6,1029,111,111,103,103
17114,150,2,3,2,2,0,43041,5,1029,23433,113,101
17121,4015,3,3,2,2,1,63141,4,1118,103,101,101
17122,00,3,4,2,2,0,42941,6,1118,111,101,112
17123,015,3,4,2,2,0,6,1029,103,101,112,111
17127,4030,3,4,2,2,0,6,1017,111,102,103,112
17128,4040,3,4,2,2,0,6,1129,102,101,132,103
17130,4040,3,4,2,2,0,43141,6,1128,101,102,181
17132,00,4,4,2,2,1,395,1018,101,111,101,1113134
17133,150,4,4,2,2,1,42941,6,1137,113,103,1112934
17134,1515,4,4,2,2,1,6,1028,101,132,103,103
17138,4040,4,4,2,2,1,6,1028,10401,133,153,1013035
17139,5040,4,4,2,2,1,6,1139,113,103,111,133
17146,00,5,5,2,2,1,6,1028,112,133,111,133
17149,3015,5,5,2,2,1,43141,6,1127,10401,113,15328
17153,300,5,6,2,2,0,6,1318,10403,211,10431,10328
17158,300,6,6,2,2,1,42941,5,1137,111,111,103
17161,00,6,7,2,2,0,6,1128,103,112,10401,102
17163,1515,6,7,2,2,0,43041,6,1118,111,101,1133134
17167,00,7,7,2,2,1,42941,5,1117,101,111,1012935
17168,015,7,7,2,2,1,63141,5,1138,113,103,111
17173,4040,7,7,2,2,1,5,1029,101,112,112,103
17174,4050,7,7,2,2,1,5,1029,103,103,103,103
17175,4040,7,7,2,2,1,5,1227,10401,113,153,1035
17177,4040,7,7,2,2,1,6,1238,101,112,103,103
17179,4040,7,7,2,2,1,63041,4,1118,103,101,101
17180,5040,7,7,2,2,1,43141,5,1028,102,103,113
17186,1530,7,8,2,2,0,4,1129,101,101,113,113
17187,3030,7,8,2,2,0,42941,5,1118,113,113,101
17188,3040,7,8,2,2,0,6,1039,101,101,19403,134535
17191,00,8,8,2,2,1,396,1027,111,111,101,1132934
17192,150,8,8,2,2,1,4,1038,111,113,113,103
17197,015,8,9,2,2,0,63141,5,1128,101,101,111
17198,030,8,9,2,2,0,6,1118,103,113,101,101
17199,040,8,9,2,2,0,63141,6,1028,103,113,1033034
17202,300,0,0,0,0,1,6,1128,101,101,101,102
17209,3015,1,0,0,0,0,42941,4,1138,111,102,111
17211,00,1,1,0,0,1,6,1119,102,113,112,103
17212,150,1,1,0,0,1,53141,5,1028,101,101,102
17218,1530,2,1,0,0,0,43141,4,1138,111,121,18401
17219,1540,2,1,0,0,0,6,1128,111,101,102,1113034
17220,3040,2,1,0,0,0,4,1138,113,133,113,132
17221,00,3,1,0,0,1,4,1027,10403,212,163,112
17222,150,3,1,0,0,1,63141,5,1038,112,101,122
17223,1515,3,1,0,0,1,43041,4,1029,113,113,1113134
17224,1530,3,1,0,0,1,6,1028,103,133,111,102
17229,3015,3,2,0,0,0,5,104227,131,103,113,113
17232,00,3,3,0,0,1,42941,5,1139,113,133,1112934
17234,1515,3,3,0,0,1,63141,4,1017,101,10403,11128
17235,3015,3,3,0,0,1,63041,4,1138,112,101,103
17240,3015,4,3,0,0,0,42941,6,1039,112,101,101
17242,3040,4,3,0,0,0,6,1228,103,113,102,101
17243,00,5,3,0,0,1,43041,4,1039,113,133,111
17244,015,5,3,0,0,1,6,1038,113,113,111,103834
17253,1515,0,0,1,0,0,43041,4,1029,113,133,1032934
17255,3030,0,0,1,0,0,6,1129,111,103,113,1113034
17258,5040,0,0,1,0,0,43141,5,1038,11423,133,101
17260,5040,0,0,1,0,0,42941,4,1129,113,112,103
17262,5040,0,0,1,0,0,52941,4,1138,113,112,101
17264,4050,0,0,1,0,0,3943141,4,1139,113,111,101
17267,00,0,1,1,0,1,62941,4,1039,113,113,11128
17268,150,0,1,1,0,1,4,1338,113,113,111,1013234
17271,00,1,1,1,0,0,4,1028,113,111,101,101
17272,015,1,1,1,0,0,43141,4,1138,113,102,102
17273,030,1,1,1,0,0,4,1029,22432,113,113,113
17277,4040,1,1,1,0,0,42941,6,1118,102,113,1142328
17280,015,1,2,1,0,1,4,1138,112,103,112,1012934
17281,1515,1,2,1,0,1,43041,5,1017,103,113,133
17283,3030,1,2,1,0,1,4,1027,103,113,112,101
17288,400,1,3,1,0,0,396,1017,101,103,133,112
17294,150,2,4,1,0,0,6,1029,103,113,103,112
17296,3015,2,4,1,0,0,6,1028,101,103,113,11128
17303,030,2,5,1,0,1,62941,4,1029,11403,213,162
17306,4030,2,5,1,0,1,6,1028,103,112,101,101
17308,015,3,5,1,0,0,62941,4,1138,113,113,113
17309,1515,3,5,1,0,0,4,1028,101,123,113,112
17310,3015,3,5,1,0,0,6,1029,112,112,111,1022934
17313,00,0,0,1,1,1,6,1138,113,112,101,122
17315,300,0,0,1,1,1,6,1129,101,101,103,133
17317,00,1,0,1,1,0,42941,5,1128,103,111,101
17319,1515,1,0,1,1,0,4,1018,10403,113,231,124532935
17320,3015,1,0,1,1,0,4,1029,102,103,113,133
17321,4015,1,0,1,1,0,4,1029,112,111,103,1132934
17326,00,2,1,1,1,0,63141,5,1129,10403,132,14128
17327,150,2,1,1,1,0,62941,4,1138,113,113,113
17329,3015,2,1,1,1,0,6,1029,113,133,113,132
17331,4030,2,1,1,1,0,4,1138,113,133,131,103
17333,4050,2,1,1,1,0,4,1138,111,101,102,113
17336,00,2,2,1,1,1,42941,4,1027,133,111,101
17339,040,2,2,1,1,1,3962941,5,1038,113,113,113
17341,3040,2,2,1,1,1,6,1219,103,113,112,101
17345,5040,2,2,1,1,1,6,1028,103,113,112,1013035
17346,00,3,2,1,1,0,4,1019,102,113,113,1133235
17348,1515,3,2,1,1,0,6,1129,102,101,101,101
17350,3030,3,2,1,1,0,62941,5,1029,112,103,113
17356,00,5,2,1,1,0,63241,5,1128,112,111,101
17357,015,5,2,1,1,0,5,1139,112,103,133,111
17359,1530,5,2,1,1,0,6,1027,101,102,103,113
17364,1530,0,0,2,1,1,6,1229,101,101,101,103
17366,3040,0,0,2,1,1,62941,4,1138,112,103,112
17368,015,0,1,2,1,0,396,1029,111,102,103,133
17371,1540,0,1,2,1,0,42941,5,1129,113,113,113
17372,00,1,1,2,1,1,4,1218,101,101,101,10421
17380,1540,2,1,2,1,0,6,1118,101,102,112,1123135
17381,3040,2,1,2,1,0,6,1039,113,113,113,132
17382,00,3,1,2,1,1,394,1039,113,132,103,1332934
17385,3015,3,1,2,1,1,6,1029,101,121,103,112
17388,015,4,1,2,1,0,42941,4,1118,101,101,102
17391,4015,4,1,2,1,0,6,1128,102,133,113,1113134
17395,3015,4,2,2,1,1,42941,6,1018,123,13403,113
17396,3030,4,2,2,1,1,43041,4,1028,101,102,113
17397,4030,4,2,2,1,1,4,1338,103,112,101,101
17398,00,5,2,2,1,0,63141,395,1117,103,133,1032934
17404,4040,5,2,2,1,0,6,1138,111,103,113,133
17407,4050,5,2,2,1,0,5,1039,103,113,112,1040328
17409,150,0,0,0,0,1,5,1138,111,101,101,103
17414,00,1,0,0,0,0,43041,5,1028,112,103,133
17415,150,1,0,0,0,0,42941,5,1138,113,112,101
17416,1515,1,0,0,0,0,42941,5,1129,112,101,101
17421,150,1,1,0,0,1,6,1038,113,132,13403,11128
17422,1515,1,1,0,0,1,6,1117,102,101,122,1040328
17425,3040,1,1,0,0,1,43041,6,1017,103,111,121
17428,00,2,1,0,0,0,43041,5,1128,113,133,1113134
17431,1530,2,1,0,0,0,63041,4,1138,111,101,101
17432,3030,2,1,0,0,0,63141,5,1128,101,101,102
17438,00,3,2,0,0,0,4,1028,112,133,11403,131
17439,150,3,2,0,0,0,63141,5,1118,101,102,10328
17443,015,3,3,0,0,1,6,104227,121,20403,102,15228
17449,4050,3,3,0,0,1,6,1028,112,103,113,1132934
17451,5040,3,3,0,0,1,6,1038,112,111,103,133
17453,5040,3,3,0,0,1,4,1128,102,101,103,133
17454,4040,3,3,0,0,1,6,1117,103,112,101,101
17455,4050,3,3,0,0,1,43141,6,1037,133,113,113
17467,4015,4,4,0,0,1,63141,5,1028,113,133,131
17474,00,5,5,0,0,1,6,1128,101,101,103,112
17478,4015,5,5,0,0,1,63141,4,1018,101,102,112
17482,1530,6,5,0,0,0,42941,5,1128,101,102,103
17487,4040,6,5,0,0,0,4,1017,102,101,101,101
17488,4050,6,5,0,0,0,42941,5,1138,102,101,101
17496,150,1,0,1,0,0,63041,5,1138,112,102,102
17501,4040,1,0,1,0,0,4,1017,10403,211,163,2133035
17503,4040,1,0,1,0,0,43041,5,1018,10403,212,1622934
17504,4050,1,0,1,0,0,6,1028,102,101,101,103
17505,4040,1,0,1,0,0,63041,4,1028,113,113,111
17507,4040,1,0,1,0,0,62941,5,1028,112,103,113
17510,5040,1,0,1,0,0,63041,5,1139,112,103,113
17511,00,1,1,1,0,1,6,1118,103,133,113,131
17514,400,1,1,1,0,1,6,1028,112,113,113,113
17522,300,2,2,1,0,1,42941,4,1039,111,101,101
17525,150,3,2,1,0,0,43041,4,1327,10403,113,1522935
17526,1515,3,2,1,0,0,62941,6,1128,113,113,113
17533,4015,3,3,1,0,1,6,1118,102,102,101,1033134
17534,00,4,3,1,0,0,6,1329,101,102,113,113
17536,1515,4,3,1,0,0,6,1319,102,123,113,132
17538,4015,4,3,1,0,0,62941,5,1128,113,112,101
17539,00,4,4,1,0,1,3943041,5,1128,112,103,113
17546,1515,5,4,1,0,0,63041,5,1237,11403,113,1535
17548,3030,5,4,1,0,0,63141,5,1038,112,133,1112934
17555,400,5,5,1,0,1,4,1138,112,101,101,10328
17556,4015,5,5,1,0,1,43041,5,1027,133,133,131
17558,00,6,5,1,0,0,62941,5,1128,101,102,113
17565,11,6,6,1,0,0,63041,5,1128,102,111,102
17568,14,6,6,1,0,0,42941,5,1127,11403,112,221
17571,44,6,6,1,0,1,53141,5,1127,102,103,1332935
17572,54,6,6,1,0,0,63041,5,1128,103,113,102
17575,150,0,0,1,1,0,6,1227,101,101,102,113
17579,00,0,1,1,1,1,4,1028,112,132,113,1132934
17580,150,0,1,1,1,1,396,1028,102,101,123,1133234
17581,300,0,1,1,1,1,6,1338,113,111,103,132
17588,00,1,2,1,1,1,43041,5,1138,113,133,113
17589,015,1,2,1,1,1,4,1128,102,102,101,101
17592,3030,1,2,1,1,1,42941,4,1018,102,113,113
17600,00,2,2,1,1,0,6,1128,101,102,101,101
17604,00,2,3,1,1,1,63141,4,1028,112,113,113
17606,1515,2,3,1,1,1,63241,5,1018,102,112,133
17609,4030,2,3,1,1,1,6,1029,113,133,111,1013134
17617,150,3,4,1,1,1,6,1038,113,101,123,181
17621,4030,3,4,1,1,1,42941,5,1137,113,113,112
17632,300,0,0,0,0,1,6,1028,101,112,103,1022935
17635,015,1,0,0,0,0,6,1228,111,102,102,102
17638,4015,1,0,0,0,0,43141,5,1019,112,111,112
17642,1530,1,1,0,0,1,4,1038,113,112,132,12
17643,3030,1,1,0,0,1,6,1028,101,112,103,102
17645,00,1,2,0,0,0,6,1128,102,131,11421,10128
17647,1515,1,2,0,0,0,52941,5,1037,103,112,111
17648,3015,1,2,0,0,0,43141,5,1127,113,212,1033034
17654,3015,1,3,0,0,1,42941,6,1138,112,102,132
17655,3030,1,3,0,0,1,6,1028,102,112,103,1033035
17657,00,2,3,0,0,0,62941,5,1028,112,131,111
17658,150,2,3,0,0,0,4,1119,112,102,111,102
17660,1530,2,3,0,0,0,43041,4,1128,111,101,113
17661,1540,2,3,0,0,0,6,1329,101,101,111,102
17662,3040,2,3,0,0,0,63041,4,1128,112,131,111
17668,3015,2,4,0,0,1,42941,5,1028,111,112,103
17669,4015,2,4,0,0,1,6,1028,102,111,103,122
17672,1515,3,4,0,0,0,5,1229,101,102,112,102
17673,3015,3,4,0,0,0,5,1228,111,102,102,132
17674,4015,3,4,0,0,0,6,1328,10423,112,102,103
17676,4040,3,4,0,0,0,63141,5,1027,112,101,111
17678,4040,3,4,0,0,0,43241,5,1027,111,101,11335
17680,4040,3,4,0,0,0,5,1128,102,111,111,103
17685,4050,3,4,0,0,0,4,1318,111,101,112,102
17686,00,4,4,0,0,1,5,102,101,113,112,102
17687,150,4,4,0,0,1,4,1017,121,111,103,102
17691,00,5,4,0,0,0,63141,5,1128,113,132,102
17694,400,5,4,0,0,0,63141,4,1128,111,103,102
17696,150,5,5,0,0,1,5,1127,10401,111,141,212
17699,4015,5,5,0,0,1,43241,6,1029,113,101,10328
17700,00,6,5,0,0,0,63141,6,1118,112,101,111
17701,015,6,5,0,0,0,43141,4,1128,111,101,194032934
17704,1540,6,5,0,0,0,6,1118,111,122,101,121
17712,400,1,0,1,0,0,42941,4,1128,112,11403,102
17714,00,1,1,1,0,1,6,1028,111,133,13402,112
17718,4015,1,1,1,0,1,63141,4,1129,111,113,112
17720,00,2,1,1,0,0,63141,5,1029,102,103,113
17722,030,2,1,1,0,0,5,1128,102,112,112,131
17723,1530,2,1,1,0,0,4,1128,112,132,102,113
17724,1540,2,1,1,0,0,4,1028,112,132,103,112
17725,3040,2,1,1,0,0,62941,5,1129,113,133,103
17726,4040,2,1,1,0,0,62941,6,1119,112,101,1113134
17727,4050,2,1,1,0,0,63141,5,1027,102,133,103
17728,4040,2,1,1,0,0,5,1027,112,102,112,101
17729,4050,2,1,1,0,0,6,1328,112,132,103,112
17739,015,5,1,1,0,1,42941,4,1028,103,103,112
17741,3015,5,1,1,0,1,43241,6,118,112,102,132
17744,4040,5,1,1,0,1,6,1018,101,112,113,102
17749,150,0,0,0,0,1,6,1037,113,131,103,132
17758,4030,1,0,0,0,0,63141,6,1027,132,111,102
17766,400,2,1,0,0,0,5,1228,102,103,13423,133
17771,400,2,2,0,0,1,6,1029,23432,101,103,1322935
17772,00,3,2,0,0,0,42941,6,1329,101,101,103
17774,300,3,2,0,0,0,62941,5,1119,103,112,101
17776,3030,3,2,0,0,0,63041,5,1018,101,102,103
