,Pts_A,Pts_B,Gm1,Gm2,Set1,Set2,0_dir
888,0,0,0,1,2,1,4
889,15,0,0,1,2,1,4
890,30,0,0,1,2,1,6
891,40,0,0,1,2,1,6
892,0,0,1,2,2,1,4
893,0,15,1,2,2,1,4
894,15,15,1,2,2,1,4
895,30,15,1,2,2,1,4
896,40,15,1,2,2,1,4
897,0,0,2,3,2,1,6
898,15,0,2,3,2,1,4
899,30,0,2,3,2,1,4
900,40,0,2,3,2,1,4
901,0,0,3,4,2,1,6
902,15,0,3,4,2,1,5
903,30,0,3,4,2,1,4
904,40,0,3,4,2,1,4
905,0,0,4,5,2,1,4
906,0,15,4,5,2,1,6
907,15,15,4,5,2,1,6
908,30,15,4,5,2,1,4
909,40,15,4,5,2,1,6
910,40,30,4,5,2,1,4
911,0,0,5,6,2,1,6
912,0,15,5,6,2,1,4
913,15,15,5,6,2,1,6
914,30,15,5,6,2,1,4
915,30,30,5,6,2,1,6
916,40,30,5,6,2,1,6
917,1,0,6,6,2,1,5
918,2,0,6,6,2,1,4
919,4,1,6,6,2,1,6
920,5,1,6,6,2,1,4
921,6,3,6,6,2,1,6
922,0,0,0,0,0,0,4
923,15,0,0,0,0,0,6
924,30,0,0,0,0,0,4
925,40,0,0,0,0,0,4
926,0,0,2,0,0,0,4
927,15,0,2,0,0,0,4
928,15,15,2,0,0,0,6
929,30,15,2,0,0,0,4
930,40,15,2,0,0,0,4
931,0,0,3,1,0,0,4
932,15,0,3,1,0,0,5
933,30,0,3,1,0,0,4
934,30,15,3,1,0,0,4
935,30,30,3,1,0,0,4
936,40,30,3,1,0,0,4
937,0,0,4,2,0,0,6
938,0,15,4,2,0,0,6
939,0,30,4,2,0,0,6
940,15,30,4,2,0,0,6
941,15,40,4,2,0,0,6
942,0,0,4,4,0,0,4
943,0,15,4,4,0,0,4
944,15,15,4,4,0,0,6
945,30,15,4,4,0,0,4
946,30,30,4,4,0,0,6
947,30,40,4,4,0,0,4
948,40,40,4,4,0,0,6
949,50,40,4,4,0,0,6
950,40,40,4,4,0,0,6
951,50,40,4,4,0,0,4
952,0,0,5,5,0,0,6
953,0,15,5,5,0,0,4
954,0,30,5,5,0,0,6
955,15,30,5,5,0,0,4
956,15,40,5,5,0,0,6
957,0,0,0,0,0,1,6
958,15,0,0,0,0,1,6
959,30,0,0,0,0,1,6
960,30,15,0,0,0,1,4
961,40,15,0,0,0,1,6
962,0,0,1,1,0,1,6
963,0,15,1,1,0,1,4
964,15,15,1,1,0,1,6
965,15,30,1,1,0,1,6
966,15,40,1,1,0,1,4
967,0,0,1,3,0,1,4
968,0,15,1,3,0,1,6
969,15,15,1,3,0,1,4
970,30,15,1,3,0,1,6
971,40,15,1,3,0,1,4
972,0,0,2,4,0,1,4
973,15,0,2,4,0,1,4
974,15,15,2,4,0,1,4
975,15,30,2,4,0,1,4
976,15,40,2,4,0,1,4
977,30,40,2,4,0,1,4
979,40,50,2,4,0,1,4
980,0,0,0,0,0,2,4
981,15,0,0,0,0,2,6
982,30,0,0,0,0,2,6
984,0,0,1,1,0,2,4
985,0,15,1,1,0,2,4
986,15,15,1,1,0,2,6
987,30,15,1,1,0,2,6
988,40,15,1,1,0,2,4
989,0,0,3,1,0,2,6
991,15,15,3,1,0,2,6
992,30,15,3,1,0,2,6
993,30,30,3,1,0,2,6
994,40,30,3,1,0,2,6
995,0,0,4,2,0,2,4
996,0,15,4,2,0,2,4
997,15,15,4,2,0,2,4
998,30,15,4,2,0,2,6
999,40,15,4,2,0,2,4
1000,0,0,5,3,0,2,4
1001,15,0,5,3,0,2,4
1002,30,0,5,3,0,2,4
1003,40,0,5,3,0,2,4
1004,40,15,5,3,0,2,6
1005,0,0,1,0,1,2,4
1007,30,0,1,0,1,2,6
1008,40,0,1,0,1,2,4
1009,40,15,1,0,1,2,6
1010,0,0,3,0,1,2,6
1011,15,0,3,0,1,2,5
1012,30,0,3,0,1,2,4
1013,40,0,3,0,1,2,4
1014,0,0,4,1,1,2,6
1015,15,0,4,1,1,2,4
1016,30,0,4,1,1,2,4
1017,40,0,4,1,1,2,4
1018,40,15,4,1,1,2,6
1019,0,0,5,2,1,2,4
1020,15,0,5,2,1,2,6
1021,30,0,5,2,1,2,4
1022,30,15,5,2,1,2,4
1023,30,30,5,2,1,2,4
1025,40,40,5,2,1,2,4
1026,50,40,5,2,1,2,4
1028,40,50,5,2,1,2,6
1029,40,40,5,2,1,2,6
1030,50,40,5,2,1,2,6
1031,40,40,5,2,1,2,4
1032,50,40,5,2,1,2,6
1033,0,0,0,1,2,2,6
1034,15,0,0,1,2,2,4
1035,30,0,0,1,2,2,6
1036,40,0,0,1,2,2,4
1037,40,15,0,1,2,2,6
1038,0,0,2,1,2,2,6
1039,15,0,2,1,2,2,4
1040,30,0,2,1,2,2,6
1041,40,0,2,1,2,2,4
1042,0,0,3,2,2,2,6
1043,15,0,3,2,2,2,4
1044,30,0,3,2,2,2,6
1045,40,0,3,2,2,2,4
1046,0,0,5,2,2,2,4
1047,15,0,5,2,2,2,4
1048,30,0,5,2,2,2,4
1049,40,0,5,2,2,2,6
1050,0,0,0,0,0,0,5
1051,0,15,0,0,0,0,4
1052,15,15,0,0,0,0,4
1053,30,15,0,0,0,0,4
1054,40,15,0,0,0,0,4
1055,0,0,2,0,0,0,4
1056,15,0,2,0,0,0,4
1057,15,15,2,0,0,0,6
1058,30,15,2,0,0,0,4
1059,30,30,2,0,0,0,4
1060,30,40,2,0,0,0,4
1061,40,40,2,0,0,0,4
1062,40,50,2,0,0,0,6
1063,40,40,2,0,0,0,4
1064,50,40,2,0,0,0,6
1065,40,40,2,0,0,0,4
1066,50,40,2,0,0,0,4
1067,0,0,3,1,0,0,6
1068,15,0,3,1,0,0,4
1069,15,15,3,1,0,0,6
1070,30,15,3,1,0,0,4
1071,40,15,3,1,0,0,4
1073,0,15,4,2,0,0,4
1074,15,15,4,2,0,0,5
1075,30,15,4,2,0,0,4
1076,30,30,4,2,0,0,6
1077,30,40,4,2,0,0,6
1078,40,40,4,2,0,0,6
1079,50,40,4,2,0,0,4
1080,0,0,0,0,1,0,4
1081,0,15,0,0,1,0,4
1082,15,15,0,0,1,0,4
1084,30,30,0,0,1,0,4
1085,40,30,0,0,1,0,6
1086,0,0,1,1,1,0,6
1087,15,0,1,1,1,0,6
1088,30,0,1,1,1,0,4
1089,40,0,1,1,1,0,6
1090,0,0,2,2,1,0,6
1091,15,0,2,2,1,0,6
1092,30,0,2,2,1,0,6
1093,30,15,2,2,1,0,6
1094,40,15,2,2,1,0,4
1095,0,0,3,3,1,0,5
1096,0,15,3,3,1,0,6
1097,15,15,3,3,1,0,6
1098,30,15,3,3,1,0,6
1099,30,30,3,3,1,0,4
1100,40,30,3,3,1,0,6
1102,40,50,3,3,1,0,6
1103,0,0,3,5,1,0,4
1104,15,0,3,5,1,0,6
1105,30,0,3,5,1,0,4
1106,30,15,3,5,1,0,6
1107,40,15,3,5,1,0,4
1108,0,0,0,0,1,1,6
1109,0,15,0,0,1,1,4
1110,15,15,0,0,1,1,6
1111,30,15,0,0,1,1,4
1112,40,15,0,0,1,1,4
1113,0,0,2,0,1,1,4
1114,15,0,2,0,1,1,4
1115,30,0,2,0,1,1,4
1116,40,0,2,0,1,1,6
1117,0,0,4,0,1,1,5
1118,15,0,4,0,1,1,4
1119,30,0,4,0,1,1,4
1120,40,0,4,0,1,1,6
1121,0,0,5,1,1,1,6
1122,0,15,5,1,1,1,6
1123,15,15,5,1,1,1,6
1124,30,15,5,1,1,1,4
1125,40,15,5,1,1,1,6
1126,0,0,1,0,2,1,5
1127,0,15,1,0,2,1,4
1130,40,15,1,0,2,1,6
1131,0,0,2,1,2,1,6
1132,15,0,2,1,2,1,6
1133,30,0,2,1,2,1,6
1134,30,15,2,1,2,1,4
1135,40,15,2,1,2,1,5
1136,40,30,2,1,2,1,4
1137,0,0,3,2,2,1,6
1138,15,0,3,2,2,1,4
1139,15,15,3,2,2,1,6
1140,30,15,3,2,2,1,4
1141,40,15,3,2,2,1,4
1142,0,0,5,2,2,1,6
1143,0,15,5,2,2,1,4
1145,30,15,5,2,2,1,4
1146,40,15,5,2,2,1,4
1147,0,0,0,0,0,0,6
1148,15,0,0,0,0,0,4
1149,15,15,0,0,0,0,6
1150,30,15,0,0,0,0,6
1151,30,30,0,0,0,0,4
1152,40,30,0,0,0,0,6
1153,40,40,0,0,0,0,5
1154,40,50,0,0,0,0,6
1155,40,40,0,0,0,0,6
1156,40,50,0,0,0,0,6
1157,40,40,0,0,0,0,6
1158,40,50,0,0,0,0,4
1159,0,0,0,2,0,0,6
1160,15,0,0,2,0,0,4
1161,30,0,0,2,0,0,6
1162,40,0,0,2,0,0,4
1163,0,0,1,3,0,0,4
1164,15,0,1,3,0,0,4
1165,15,15,1,3,0,0,6
1166,15,30,1,3,0,0,4
1167,30,30,1,3,0,0,6
1168,30,40,1,3,0,0,4
1169,0,0,1,5,0,0,4
1170,15,0,1,5,0,0,4
1171,15,15,1,5,0,0,6
1172,30,15,1,5,0,0,4
1173,40,15,1,5,0,0,6
1174,0,0,0,0,0,1,4
1175,15,0,0,0,0,1,4
1176,15,15,0,0,0,1,6
1177,30,15,0,0,0,1,6
1178,30,30,0,0,0,1,6
1179,30,40,0,0,0,1,6
1180,40,40,0,0,0,1,4
1181,40,50,0,0,0,1,6
1182,40,40,0,0,0,1,6
1183,40,50,0,0,0,1,4
1184,40,40,0,0,0,1,6
1185,40,50,0,0,0,1,6
1186,40,40,0,0,0,1,6
1187,40,50,0,0,0,1,6
1188,40,40,0,0,0,1,4
1189,40,50,0,0,0,1,6
1190,40,40,0,0,0,1,4
1191,40,50,0,0,0,1,6
1192,0,0,0,2,0,1,6
1193,15,0,0,2,0,1,4
1194,15,15,0,2,0,1,4
1195,30,15,0,2,0,1,6
1196,40,15,0,2,0,1,6
1197,40,30,0,2,0,1,4
1198,40,40,0,2,0,1,4
1199,40,50,0,2,0,1,4
1200,0,0,1,3,0,1,4
1201,15,0,1,3,0,1,4
1202,30,0,1,3,0,1,6
1203,30,15,1,3,0,1,6
1204,40,15,1,3,0,1,6
1205,0,0,3,3,0,1,4
1206,15,0,3,3,0,1,4
1207,30,0,3,3,0,1,6
1208,30,15,3,3,0,1,4
1209,30,30,3,3,0,1,4
1210,40,30,3,3,0,1,6
1211,40,40,3,3,0,1,4
1212,40,50,3,3,0,1,4
1213,40,40,3,3,0,1,4
1214,50,40,3,3,0,1,6
1215,40,40,3,3,0,1,4
1216,50,40,3,3,0,1,6
1217,40,40,3,3,0,1,6
1218,50,40,3,3,0,1,6
1219,0,0,4,4,0,1,6
1220,15,0,4,4,0,1,4
1221,15,15,4,4,0,1,6
1222,30,15,4,4,0,1,6
1223,40,15,4,4,0,1,6
1224,0,0,0,0,1,1,4
1225,0,15,0,0,1,1,4
1226,0,30,0,0,1,1,6
1227,0,40,0,0,1,1,4
1228,0,0,0,2,1,1,4
1229,15,0,0,2,1,1,4
1230,30,0,0,2,1,1,6
1231,30,15,0,2,1,1,6
1232,40,15,0,2,1,1,6
1233,0,0,1,3,1,1,4
1234,15,0,1,3,1,1,4
1235,30,0,1,3,1,1,6
1236,30,15,1,3,1,1,5
1237,30,30,1,3,1,1,4
1238,30,40,1,3,1,1,6
1239,0,0,1,5,1,1,4
1240,15,0,1,5,1,1,4
1241,30,0,1,5,1,1,4
1242,40,0,1,5,1,1,4
1243,0,0,0,0,1,2,6
1244,15,0,0,0,1,2,4
1245,15,15,0,0,1,2,4
1246,30,15,0,0,1,2,6
1247,30,30,0,0,1,2,6
1248,40,30,0,0,1,2,6
1249,0,0,2,0,1,2,6
1250,15,0,2,0,1,2,6
1251,30,0,2,0,1,2,4
1252,40,0,2,0,1,2,6
1253,0,0,3,1,1,2,4
1254,15,0,3,1,1,2,6
1255,30,0,3,1,1,2,4
1256,40,0,3,1,1,2,4
1257,40,15,3,1,1,2,6
1258,40,30,3,1,1,2,6
1259,0,0,4,2,1,2,4
1260,0,15,4,2,1,2,6
1261,15,15,4,2,1,2,4
1262,30,15,4,2,1,2,4
1263,40,15,4,2,1,2,4
1264,40,30,4,2,1,2,6
1265,0,0,5,3,1,2,6
1266,0,15,5,3,1,2,4
1267,15,15,5,3,1,2,6
1268,15,30,5,3,1,2,6
1269,30,30,5,3,1,2,6
1270,40,30,5,3,1,2,6
1271,40,40,5,3,1,2,4
1272,50,40,5,3,1,2,6
1273,40,40,5,3,1,2,6
1274,40,50,5,3,1,2,6
1275,40,40,5,3,1,2,4
1276,40,50,5,3,1,2,4
1277,0,0,5,5,1,2,4
1278,15,0,5,5,1,2,4
1279,30,0,5,5,1,2,4
1280,30,15,5,5,1,2,4
1281,40,15,5,5,1,2,4
1282,0,0,6,6,1,2,4
1283,0,3,6,6,1,2,4
1284,1,3,6,6,1,2,4
1285,1,6,6,6,1,2,6
1286,2,6,6,6,1,2,4
1287,0,0,0,1,0,0,4
1288,15,0,0,1,0,0,4
1289,30,0,0,1,0,0,4
1290,30,15,0,1,0,0,5
1291,40,15,0,1,0,0,6
1292,0,0,0,3,0,0,4
1294,15,15,0,3,0,0,4
1295,30,15,0,3,0,0,4
1296,40,15,0,3,0,0,6
1297,0,0,0,5,0,0,6
1298,15,0,0,5,0,0,6
1299,30,0,0,5,0,0,6
1300,40,0,0,5,0,0,6
1301,40,15,0,5,0,0,6
1302,0,0,1,0,0,1,6
1303,15,0,1,0,0,1,5
1304,30,0,1,0,0,1,4
1305,40,0,1,0,0,1,4
1306,0,0,2,1,0,1,4
1307,0,15,2,1,0,1,4
1308,15,15,2,1,0,1,6
1309,15,30,2,1,0,1,6
1310,15,40,2,1,0,1,4
1311,0,0,4,1,0,1,4
1312,15,0,4,1,0,1,4
1313,30,0,4,1,0,1,5
1314,30,15,4,1,0,1,6
1315,30,30,4,1,0,1,6
1317,40,40,4,1,0,1,6
1318,50,40,4,1,0,1,6
1319,0,0,5,2,0,1,4
1320,15,0,5,2,0,1,4
1321,15,15,5,2,0,1,4
1322,15,30,5,2,0,1,6
1323,30,30,5,2,0,1,4
1324,40,30,5,2,0,1,6
1325,0,0,5,4,0,1,6
1326,15,0,5,4,0,1,4
1327,15,15,5,4,0,1,6
1328,30,15,5,4,0,1,4
1329,40,15,5,4,0,1,6
1330,0,0,6,5,0,1,4
1332,30,0,6,5,0,1,4
1333,40,0,6,5,0,1,4
1334,0,1,6,6,0,1,4
1335,1,1,6,6,0,1,5
1336,3,2,6,6,0,1,6
1337,4,2,6,6,0,1,6
1338,5,4,6,6,0,1,6
1339,5,5,6,6,0,1,6
1340,0,0,0,1,0,0,6
1341,15,0,0,1,0,0,4
1342,30,0,0,1,0,0,4
1343,40,0,0,1,0,0,4
1344,40,15,0,1,0,0,4
1345,0,0,0,3,0,0,4
1346,0,15,0,3,0,0,4
1347,15,15,0,3,0,0,4
1348,30,15,0,3,0,0,4
1349,30,30,0,3,0,0,4
1350,40,30,0,3,0,0,6
1351,40,40,0,3,0,0,6
1352,50,40,0,3,0,0,6
1353,0,0,1,4,0,0,4
1354,15,0,1,4,0,0,6
1355,15,15,1,4,0,0,4
1356,30,15,1,4,0,0,6
1357,40,15,1,4,0,0,6
1358,40,30,1,4,0,0,6
1359,0,0,2,5,0,0,6
1360,15,0,2,5,0,0,6
1361,15,15,2,5,0,0,6
1362,15,30,2,5,0,0,6
1363,30,30,2,5,0,0,6
1364,30,40,2,5,0,0,6
1365,0,0,4,5,0,0,6
1366,15,0,4,5,0,0,6
1367,30,0,4,5,0,0,4
1368,30,15,4,5,0,0,5
1369,40,15,4,5,0,0,4
1370,40,30,4,5,0,0,4
1371,0,0,1,0,0,1,6
1372,0,15,1,0,0,1,6
1373,15,15,1,0,0,1,6
1374,30,15,1,0,0,1,6
1375,30,30,1,0,0,1,6
1376,40,30,1,0,0,1,6
1377,0,0,2,1,0,1,4
1378,15,0,2,1,0,1,6
1379,30,0,2,1,0,1,4
1380,30,15,2,1,0,1,6
1381,40,15,2,1,0,1,4
1382,0,0,3,2,0,1,4
1383,15,0,3,2,0,1,4
1384,30,0,3,2,0,1,5
1385,40,0,3,2,0,1,6
1386,0,0,3,4,0,1,4
1387,15,0,3,4,0,1,6
1388,30,0,3,4,0,1,4
1389,30,15,3,4,0,1,5
1390,40,15,3,4,0,1,6
1391,0,0,0,0,0,0,4
1392,15,0,0,0,0,0,4
1393,30,0,0,0,0,0,4
1394,30,15,0,0,0,0,4
1395,30,30,0,0,0,0,6
1396,40,30,0,0,0,0,4
1397,0,0,1,1,0,0,6
1398,15,0,1,1,0,0,6
1399,30,0,1,1,0,0,6
1400,40,0,1,1,0,0,6
1401,0,0,2,2,0,0,4
1402,15,0,2,2,0,0,4
1403,15,15,2,2,0,0,6
1404,15,30,2,2,0,0,5
1405,30,30,2,2,0,0,6
1406,30,40,2,2,0,0,4
1407,40,40,2,2,0,0,4
1408,50,40,2,2,0,0,4
1409,0,0,3,3,0,0,4
1410,15,0,3,3,0,0,6
1411,30,0,3,3,0,0,4
1412,40,0,3,3,0,0,4
1413,0,0,5,3,0,0,4
1414,0,15,5,3,0,0,4
1415,15,15,5,3,0,0,4
1416,30,15,5,3,0,0,6
1417,30,30,5,3,0,0,6
1418,30,40,5,3,0,0,6
1419,0,0,5,5,0,0,4
1420,15,0,5,5,0,0,6
1421,30,0,5,5,0,0,6
1422,40,0,5,5,0,0,6
1423,0,0,0,0,1,0,6
1424,15,0,0,0,1,0,5
1425,15,15,0,0,1,0,6
1426,30,15,0,0,1,0,6
1427,40,15,0,0,1,0,6
1428,0,0,1,1,1,0,6
1429,15,0,1,1,1,0,4
1430,30,0,1,1,1,0,6
1431,40,0,1,1,1,0,6
1432,0,0,2,2,1,0,4
1433,15,0,2,2,1,0,6
1434,15,15,2,2,1,0,4
1435,30,15,2,2,1,0,5
1436,30,30,2,2,1,0,6
1437,40,30,2,2,1,0,5
1438,40,40,2,2,1,0,4
1439,50,40,2,2,1,0,6
1440,0,0,4,2,1,0,4
1441,15,0,4,2,1,0,6
1442,30,0,4,2,1,0,4
1443,30,15,4,2,1,0,4
1444,30,30,4,2,1,0,4
1446,40,40,4,2,1,0,6
1447,40,50,4,2,1,0,4
1448,40,40,4,2,1,0,6
1449,50,40,4,2,1,0,4
1450,40,40,4,2,1,0,6
1451,50,40,4,2,1,0,6
1452,0,0,5,3,1,0,6
1453,0,15,5,3,1,0,4
1454,15,15,5,3,1,0,4
1455,30,15,5,3,1,0,6
1456,30,30,5,3,1,0,4
1457,30,40,5,3,1,0,6
1458,0,0,5,5,1,0,4
1459,15,0,5,5,1,0,4
1460,30,0,5,5,1,0,6
1461,40,0,5,5,1,0,6
1462,0,0,6,6,1,0,6
1463,2,1,6,6,1,0,4
1464,3,1,6,6,1,0,6
1465,6,1,6,6,1,0,6
1466,0,0,0,1,0,0,4
1467,15,0,0,1,0,0,6
1468,15,15,0,1,0,0,6
1469,30,15,0,1,0,0,4
1470,40,15,0,1,0,0,4
1471,40,30,0,1,0,0,6
1472,0,0,1,2,0,0,6
1473,15,0,1,2,0,0,6
1474,30,0,1,2,0,0,5
1475,40,0,1,2,0,0,4
1476,0,0,2,3,0,0,4
1477,15,0,2,3,0,0,6
1478,30,0,2,3,0,0,4
1479,30,15,2,3,0,0,6
1480,40,15,2,3,0,0,4
1481,40,30,2,3,0,0,4
1482,0,0,2,5,0,0,4
1483,15,0,2,5,0,0,4
1484,30,0,2,5,0,0,6
1485,40,0,2,5,0,0,4
1486,0,0,0,1,0,1,4
1487,15,0,0,1,0,1,6
1488,15,15,0,1,0,1,6
1489,30,15,0,1,0,1,6
1490,30,30,0,1,0,1,6
1491,30,40,0,1,0,1,4
1492,40,40,0,1,0,1,6
1493,50,40,0,1,0,1,4
1494,0,0,1,2,0,1,6
1495,15,0,1,2,0,1,4
1496,15,15,1,2,0,1,6
1497,15,30,1,2,0,1,4
1498,15,40,1,2,0,1,6
1499,30,40,1,2,0,1,6
1500,40,40,1,2,0,1,4
1501,50,40,1,2,0,1,6
1502,40,40,1,2,0,1,6
1503,50,40,1,2,0,1,4
1504,0,0,1,4,0,1,6
1505,0,15,1,4,0,1,4
1506,15,15,1,4,0,1,4
1507,30,15,1,4,0,1,4
1508,30,30,1,4,0,1,4
1509,30,40,1,4,0,1,6
1510,0,0,2,5,0,1,4
1511,15,0,2,5,0,1,6
1512,30,0,2,5,0,1,4
1513,40,0,2,5,0,1,4
1514,0,0,0,0,0,0,4
1515,15,0,0,0,0,0,4
1516,30,0,0,0,0,0,4
1517,40,0,0,0,0,0,4
1518,40,15,0,0,0,0,6
1519,0,0,2,0,0,0,4
1520,0,15,2,0,0,0,6
1521,15,15,2,0,0,0,4
1522,30,15,2,0,0,0,4
1523,30,30,2,0,0,0,6
1524,30,40,2,0,0,0,4
1525,0,0,2,2,0,0,6
1526,15,0,2,2,0,0,4
1527,30,0,2,2,0,0,6
1528,40,0,2,2,0,0,4
1529,40,15,2,2,0,0,6
1530,0,0,3,3,0,0,6
1531,15,0,3,3,0,0,6
1532,30,0,3,3,0,0,6
1533,40,0,3,3,0,0,6
1534,0,0,5,3,0,0,5
1535,15,0,5,3,0,0,4
1536,30,0,5,3,0,0,6
1537,30,15,5,3,0,0,6
1538,30,30,5,3,0,0,4
1539,40,30,5,3,0,0,6
1540,0,0,1,0,1,0,6
1541,15,0,1,0,1,0,6
1542,15,15,1,0,1,0,6
1543,15,30,1,0,1,0,4
1544,30,30,1,0,1,0,4
1545,30,40,1,0,1,0,6
1546,40,40,1,0,1,0,6
1547,50,40,1,0,1,0,6
1548,40,40,1,0,1,0,4
1549,50,40,1,0,1,0,4
1550,0,0,3,0,1,0,4
1551,15,0,3,0,1,0,4
1552,30,0,3,0,1,0,4
1553,30,15,3,0,1,0,4
1554,40,15,3,0,1,0,4
1555,0,0,4,1,1,0,6
1556,15,0,4,1,1,0,4
1557,30,0,4,1,1,0,4
1558,40,0,4,1,1,0,6
1559,40,15,4,1,1,0,4
1560,0,0,5,2,1,0,4
1561,0,15,5,2,1,0,6
1562,15,15,5,2,1,0,4
1563,30,15,5,2,1,0,4
1564,40,15,5,2,1,0,4
1565,0,0,0,0,0,0,4
1566,15,0,0,0,0,0,6
1568,40,0,0,0,0,0,6
1569,0,0,2,0,0,0,4
1570,0,15,2,0,0,0,4
1571,0,30,2,0,0,0,4
1572,15,30,2,0,0,0,4
1573,30,30,2,0,0,0,4
1574,40,30,2,0,0,0,4
1575,0,0,3,1,0,0,6
1576,15,0,3,1,0,0,6
1577,30,0,3,1,0,0,6
1578,30,15,3,1,0,0,4
1579,30,30,3,1,0,0,6
1580,40,30,3,1,0,0,6
1581,0,0,4,2,0,0,6
1582,15,0,4,2,0,0,4
1583,30,0,4,2,0,0,6
1584,40,0,4,2,0,0,4
1585,0,0,5,3,0,0,4
1586,15,0,5,3,0,0,6
1587,30,0,5,3,0,0,4
1588,30,15,5,3,0,0,6
1589,40,15,5,3,0,0,4
1590,0,0,0,1,1,0,6
1591,15,0,0,1,1,0,4
1592,15,15,0,1,1,0,4
1593,30,15,0,1,1,0,6
1594,40,15,0,1,1,0,4
1595,0,0,1,2,1,0,6
1596,15,0,1,2,1,0,4
1597,30,0,1,2,1,0,5
1598,30,15,1,2,1,0,6
1599,40,15,1,2,1,0,6
1600,0,0,3,2,1,0,6
1601,0,15,3,2,1,0,6
1602,15,15,3,2,1,0,6
1603,30,15,3,2,1,0,4
1604,40,15,3,2,1,0,6
1605,0,0,4,3,1,0,6
1606,0,15,4,3,1,0,4
1607,15,15,4,3,1,0,4
1608,15,30,4,3,1,0,4
1610,40,30,4,3,1,0,4
1611,40,40,4,3,1,0,6
1612,50,40,4,3,1,0,6
1613,40,40,4,3,1,0,4
1614,50,40,4,3,1,0,6
1615,0,0,5,4,1,0,4
1616,15,0,5,4,1,0,4
1618,40,0,5,4,1,0,4
1619,40,15,5,4,1,0,6
1620,0,0,0,0,0,0,6
1621,15,0,0,0,0,0,6
1622,30,0,0,0,0,0,6
1623,30,15,0,0,0,0,4
1624,40,15,0,0,0,0,6
1625,40,30,0,0,0,0,6
1626,0,0,1,1,0,0,6
1627,0,15,1,1,0,0,4
1628,0,30,1,1,0,0,4
1629,15,30,1,1,0,0,4
1630,15,40,1,1,0,0,4
1631,30,40,1,1,0,0,4
1632,40,40,1,1,0,0,4
1633,50,40,1,1,0,0,4
1634,0,0,2,2,0,0,4
1635,15,0,2,2,0,0,6
1636,15,15,2,2,0,0,4
1637,30,15,2,2,0,0,4
1638,30,30,2,2,0,0,6
1639,40,30,2,2,0,0,5
1640,40,40,2,2,0,0,5
1641,50,40,2,2,0,0,6
1642,40,40,2,2,0,0,6
1643,40,50,2,2,0,0,6
1644,40,40,2,2,0,0,6
1645,50,40,2,2,0,0,6
1646,0,0,4,2,0,0,4
1647,15,0,4,2,0,0,4
1648,15,15,4,2,0,0,6
1649,30,15,4,2,0,0,5
1650,30,30,4,2,0,0,6
1651,40,30,4,2,0,0,6
1652,40,40,4,2,0,0,4
1653,50,40,4,2,0,0,6
1654,0,0,5,3,0,0,4
1655,0,15,5,3,0,0,4
1656,15,15,5,3,0,0,4
1657,30,15,5,3,0,0,6
1658,40,15,5,3,0,0,4
1659,0,0,0,1,1,0,4
1660,15,0,0,1,1,0,6
1661,15,15,0,1,1,0,4
1662,30,15,0,1,1,0,6
1663,30,30,0,1,1,0,5
1664,40,30,0,1,1,0,6
1665,0,0,2,1,1,0,4
1666,0,15,2,1,1,0,4
1667,0,30,2,1,1,0,6
1668,15,30,2,1,1,0,6
1669,30,30,2,1,1,0,6
1670,40,30,2,1,1,0,4
1671,40,40,2,1,1,0,6
1672,50,40,2,1,1,0,6
1673,0,0,3,2,1,0,4
1674,0,15,3,2,1,0,4
1675,15,15,3,2,1,0,4
1676,30,15,3,2,1,0,4
1677,40,15,3,2,1,0,6
1678,0,0,5,2,1,0,4
1679,15,0,5,2,1,0,6
1680,15,15,5,2,1,0,4
1681,15,30,5,2,1,0,6
1682,30,30,5,2,1,0,6
1683,30,40,5,2,1,0,6
1684,40,40,5,2,1,0,6
1685,40,50,5,2,1,0,6
1686,40,40,5,2,1,0,6
1687,50,40,5,2,1,0,4
1688,0,0,0,0,0,0,4
1689,0,15,0,0,0,0,4
1690,15,15,0,0,0,0,4
1691,30,15,0,0,0,0,6
1692,30,30,0,0,0,0,6
1693,40,30,0,0,0,0,6
1694,0,0,1,1,0,0,6
1695,15,0,1,1,0,0,6
1696,30,0,1,1,0,0,6
1697,40,0,1,1,0,0,4
1698,40,15,1,1,0,0,6
1699,40,30,1,1,0,0,6
1700,0,0,2,2,0,0,6
1701,0,15,2,2,0,0,4
1702,0,30,2,2,0,0,6
1703,0,40,2,2,0,0,4
1704,0,0,2,4,0,0,6
1705,15,0,2,4,0,0,6
1706,30,0,2,4,0,0,4
1707,30,15,2,4,0,0,6
1708,30,30,2,4,0,0,6
1709,30,40,2,4,0,0,6
1710,40,40,2,4,0,0,6
1711,40,50,2,4,0,0,6
1712,40,40,2,4,0,0,4
1713,50,40,2,4,0,0,6
1714,40,40,2,4,0,0,6
1715,40,50,2,4,0,0,6
1716,0,0,0,0,0,1,6
1717,0,15,0,0,0,1,4
1718,0,30,0,0,0,1,4
1719,15,30,0,0,0,1,4
1720,30,30,0,0,0,1,4
1721,40,30,0,0,0,1,6
1722,0,0,2,0,0,1,4
1723,0,15,2,0,0,1,4
1724,15,15,2,0,0,1,4
1725,15,30,2,0,0,1,6
1726,30,30,2,0,0,1,4
1727,30,40,2,0,0,1,5
1728,0,0,2,2,0,1,6
1729,0,15,2,2,0,1,4
1730,15,15,2,2,0,1,6
1731,30,15,2,2,0,1,4
1732,40,15,2,2,0,1,6
1733,0,0,3,3,0,1,4
