,Pts_A,Pts_B,Gm1,Gm2,Set1,Set2,0_dir
7033,0,0,3,1,0,0,6
7034,0,15,3,1,0,0,4
7035,15,15,3,1,0,0,6
7036,30,15,3,1,0,0,4
7037,30,30,3,1,0,0,6
7038,40,30,3,1,0,0,4
7039,40,40,3,1,0,0,4
7040,50,40,3,1,0,0,4
7042,15,0,5,1,0,0,6
7043,30,0,5,1,0,0,4
7044,40,0,5,1,0,0,6
7045,0,0,0,1,1,0,6
7046,15,0,0,1,1,0,4
7047,30,0,0,1,1,0,6
7048,40,0,0,1,1,0,4
7049,0,0,2,1,1,0,4
7050,15,0,2,1,1,0,5
7051,30,0,2,1,1,0,4
7052,40,0,2,1,1,0,4
7053,0,0,0,0,0,0,6
7054,15,0,0,0,0,0,6
7055,30,0,0,0,0,0,6
7057,40,15,0,0,0,0,6
7058,0,0,1,1,0,0,6
7059,15,0,1,1,0,0,6
7060,30,0,1,1,0,0,6
7061,40,0,1,1,0,0,4
7062,0,0,2,2,0,0,4
7063,15,0,2,2,0,0,4
7064,15,15,2,2,0,0,4
7065,30,15,2,2,0,0,4
7067,30,40,2,2,0,0,6
7068,40,40,2,2,0,0,6
7069,50,40,2,2,0,0,6
7070,0,0,4,2,0,0,4
7071,15,0,4,2,0,0,6
7072,15,15,4,2,0,0,6
7073,30,15,4,2,0,0,6
7074,40,15,4,2,0,0,6
7075,40,30,4,2,0,0,4
7076,40,40,4,2,0,0,6
7077,50,40,4,2,0,0,6
7078,0,0,5,3,0,0,4
7079,0,15,5,3,0,0,4
7080,0,30,5,3,0,0,6
7081,0,40,5,3,0,0,4
7082,15,40,5,3,0,0,6
7083,0,0,0,0,1,0,6
7084,15,0,0,0,1,0,6
7085,30,0,0,0,1,0,4
7086,40,0,0,0,1,0,6
7087,0,0,1,1,1,0,6
7088,15,0,1,1,1,0,6
7089,15,15,1,1,1,0,6
7090,15,30,1,1,1,0,6
7091,30,30,1,1,1,0,4
7092,40,30,1,1,1,0,4
7093,0,0,3,1,1,0,6
7095,30,0,3,1,1,0,4
7096,30,15,3,1,1,0,4
7097,40,15,3,1,1,0,4
7098,0,0,4,2,1,0,6
7099,0,15,4,2,1,0,4
7100,15,15,4,2,1,0,6
7101,30,15,4,2,1,0,4
7102,30,30,4,2,1,0,4
7103,30,40,4,2,1,0,6
7104,0,0,4,4,1,0,6
7105,15,0,4,4,1,0,6
7106,30,0,4,4,1,0,6
7107,40,0,4,4,1,0,6
7108,0,0,5,5,1,0,4
7109,0,15,5,5,1,0,4
7110,15,15,5,5,1,0,4
7111,15,30,5,5,1,0,6
7112,30,30,5,5,1,0,4
7113,40,30,5,5,1,0,4
7114,0,0,6,6,1,0,4
7115,0,3,6,6,1,0,4
7116,1,3,6,6,1,0,4
7117,2,5,6,6,1,0,4
7118,2,6,6,6,1,0,4
7119,5,6,6,6,1,0,4
7120,0,0,0,1,1,1,6
7121,15,0,0,1,1,1,4
7122,30,0,0,1,1,1,6
7123,30,15,0,1,1,1,4
7124,30,30,0,1,1,1,4
7125,40,30,0,1,1,1,6
7126,0,0,1,2,1,1,6
7127,0,15,1,2,1,1,6
7128,0,30,1,2,1,1,4
7129,0,40,1,2,1,1,6
7130,15,40,1,2,1,1,4
7131,30,40,1,2,1,1,6
7132,40,40,1,2,1,1,4
7133,50,40,1,2,1,1,6
7134,40,40,1,2,1,1,6
7135,50,40,1,2,1,1,6
7136,0,0,3,2,1,1,6
7137,15,0,3,2,1,1,4
7138,30,0,3,2,1,1,6
7139,40,0,3,2,1,1,4
7140,0,0,5,2,1,1,4
7141,15,0,5,2,1,1,4
7143,30,15,5,2,1,1,4
7144,40,15,5,2,1,1,6
7145,0,0,0,1,2,1,4
7146,0,15,0,1,2,1,6
7147,0,30,0,1,2,1,4
7148,15,30,0,1,2,1,6
7149,30,30,0,1,2,1,4
7150,30,40,0,1,2,1,4
7151,40,40,0,1,2,1,4
7152,50,40,0,1,2,1,4
7153,40,40,0,1,2,1,5
7154,50,40,0,1,2,1,4
7155,0,0,2,1,2,1,6
7156,15,0,2,1,2,1,4
7157,30,0,2,1,2,1,6
7158,30,15,2,1,2,1,4
7159,30,30,2,1,2,1,6
7160,40,30,2,1,2,1,4
7161,0,0,3,2,2,1,6
7162,15,0,3,2,2,1,4
7165,40,15,3,2,2,1,4
7166,40,30,3,2,2,1,4
7167,40,40,3,2,2,1,4
7168,40,50,3,2,2,1,6
7169,40,40,3,2,2,1,4
7170,50,40,3,2,2,1,6
7171,0,0,4,3,2,1,4
7172,0,15,4,3,2,1,4
7173,0,30,4,3,2,1,4
7174,15,30,4,3,2,1,6
7175,30,30,4,3,2,1,4
7176,40,30,4,3,2,1,4
7177,40,40,4,3,2,1,5
7178,50,40,4,3,2,1,4
7179,0,0,0,0,0,0,4
7180,15,0,0,0,0,0,6
7181,30,0,0,0,0,0,4
7182,40,0,0,0,0,0,4
7183,0,0,2,0,0,0,4
7184,0,15,2,0,0,0,4
7185,15,15,2,0,0,0,6
7186,30,15,2,0,0,0,4
7188,0,0,3,1,0,0,6
7189,0,15,3,1,0,0,4
7190,15,15,3,1,0,0,4
7191,30,15,3,1,0,0,4
7192,40,15,3,1,0,0,4
7193,40,30,3,1,0,0,4
7194,0,0,4,2,0,0,4
7195,15,0,4,2,0,0,4
7196,30,0,4,2,0,0,6
7197,40,0,4,2,0,0,6
7198,40,15,4,2,0,0,6
7199,0,0,5,3,0,0,4
7200,0,15,5,3,0,0,6
7201,0,30,5,3,0,0,5
7202,15,30,5,3,0,0,6
7203,30,30,5,3,0,0,6
7204,40,30,5,3,0,0,6
7205,0,0,0,1,1,0,6
7206,15,0,0,1,1,0,5
7207,15,15,0,1,1,0,6
7208,30,15,0,1,1,0,4
7209,40,15,0,1,1,0,4
7210,0,0,1,2,1,0,6
7211,0,15,1,2,1,0,4
7212,0,30,1,2,1,0,6
7213,15,30,1,2,1,0,6
7214,15,40,1,2,1,0,6
7215,30,40,1,2,1,0,6
7216,40,40,1,2,1,0,4
7217,50,40,1,2,1,0,4
7218,0,0,2,3,1,0,5
7219,15,0,2,3,1,0,6
7220,30,0,2,3,1,0,6
7221,40,0,2,3,1,0,4
7222,0,0,4,3,1,0,4
7223,0,15,4,3,1,0,4
7224,0,30,4,3,1,0,6
7225,15,30,4,3,1,0,6
7226,30,30,4,3,1,0,4
7227,30,40,4,3,1,0,4
7228,40,40,4,3,1,0,5
7229,40,50,4,3,1,0,6
7230,0,0,4,5,1,0,4
7231,0,15,4,5,1,0,6
7232,15,15,4,5,1,0,4
7233,30,15,4,5,1,0,4
7234,30,30,4,5,1,0,4
7235,30,40,4,5,1,0,6
7236,40,40,4,5,1,0,4
7237,50,40,4,5,1,0,4
7238,0,0,5,6,1,0,6
7240,15,15,5,6,1,0,4
7241,30,15,5,6,1,0,4
7242,30,30,5,6,1,0,4
7243,40,30,5,6,1,0,5
7244,40,40,5,6,1,0,4
7245,40,50,5,6,1,0,4
7246,40,40,5,6,1,0,4
7247,50,40,5,6,1,0,4
7248,40,40,5,6,1,0,4
7249,40,50,5,6,1,0,4
7250,40,40,5,6,1,0,4
7251,50,40,5,6,1,0,4
7252,0,1,6,6,1,0,4
7253,1,1,6,6,1,0,4
7254,2,3,6,6,1,0,6
7255,3,3,6,6,1,0,4
7256,4,5,6,6,1,0,6
7257,5,5,6,6,1,0,4
7259,0,0,0,0,1,1,6
7260,0,15,0,0,1,1,6
7261,15,15,0,0,1,1,4
7262,15,30,0,0,1,1,4
7263,30,30,0,0,1,1,4
7264,40,30,0,0,1,1,4
7265,40,40,0,0,1,1,4
7266,40,50,0,0,1,1,4
7267,0,0,0,2,1,1,6
7268,15,0,0,2,1,1,4
7269,30,0,0,2,1,1,4
7270,40,0,0,2,1,1,4
7271,40,15,0,2,1,1,6
7272,0,0,1,3,1,1,6
7273,15,0,1,3,1,1,4
7274,30,0,1,3,1,1,4
7275,40,0,1,3,1,1,6
7276,40,15,1,3,1,1,4
7277,0,0,2,4,1,1,4
7278,15,0,2,4,1,1,4
7279,30,0,2,4,1,1,6
7280,30,15,2,4,1,1,4
7281,30,30,2,4,1,1,4
7282,40,30,2,4,1,1,6
7283,40,40,2,4,1,1,4
7284,50,40,2,4,1,1,6
7285,0,0,3,5,1,1,6
7286,0,15,3,5,1,1,4
7287,15,15,3,5,1,1,6
7288,15,30,3,5,1,1,4
7289,30,30,3,5,1,1,6
7290,40,30,3,5,1,1,6
7291,40,40,3,5,1,1,4
7292,50,40,3,5,1,1,4
7293,0,0,0,0,0,0,4
7294,15,0,0,0,0,0,4
7295,15,15,0,0,0,0,6
7296,15,30,0,0,0,0,4
7297,30,30,0,0,0,0,6
7298,40,30,0,0,0,0,4
7299,40,40,0,0,0,0,4
7300,40,50,0,0,0,0,4
7301,0,0,0,2,0,0,6
7302,0,15,0,2,0,0,6
7303,0,30,0,2,0,0,6
7304,15,30,0,2,0,0,6
7305,30,30,0,2,0,0,6
7306,30,40,0,2,0,0,6
7307,40,40,0,2,0,0,6
7308,50,40,0,2,0,0,6
7309,0,0,1,3,0,0,6
7310,15,0,1,3,0,0,6
7311,15,15,1,3,0,0,6
7312,30,15,1,3,0,0,4
7313,30,30,1,3,0,0,4
7314,30,40,1,3,0,0,4
7315,0,0,2,4,0,0,6
7316,0,15,2,4,0,0,4
7317,15,15,2,4,0,0,6
7318,30,15,2,4,0,0,4
7319,40,15,2,4,0,0,6
7320,0,0,3,5,0,0,4
7321,15,0,3,5,0,0,4
7322,30,0,3,5,0,0,4
7323,40,0,3,5,0,0,4
7324,40,15,3,5,0,0,6
7325,0,0,0,0,0,1,6
7326,15,0,0,0,0,1,5
7327,30,0,0,0,0,1,4
7328,40,0,0,0,0,1,6
7329,0,0,2,0,0,1,6
7330,15,0,2,0,0,1,4
7331,30,0,2,0,0,1,6
7332,30,15,2,0,0,1,4
7333,30,30,2,0,0,1,6
7334,30,40,2,0,0,1,6
7335,40,40,2,0,0,1,4
7336,50,40,2,0,0,1,4
7337,0,0,3,1,0,1,6
7338,15,0,3,1,0,1,4
7339,15,15,3,1,0,1,6
7340,15,30,3,1,0,1,4
7341,30,30,3,1,0,1,4
7342,40,30,3,1,0,1,5
7343,0,0,4,2,0,1,4
7344,15,0,4,2,0,1,6
7345,30,0,4,2,0,1,4
7346,40,0,4,2,0,1,6
7347,0,0,5,3,0,1,5
7348,0,15,5,3,0,1,6
7349,15,15,5,3,0,1,4
7350,15,30,5,3,0,1,4
7351,30,30,5,3,0,1,5
7352,30,40,5,3,0,1,6
7353,40,40,5,3,0,1,4
7354,50,40,5,3,0,1,4
7355,0,0,1,0,1,1,6
7356,0,15,1,0,1,1,4
7357,0,30,1,0,1,1,6
7358,0,40,1,0,1,1,4
7359,0,0,1,2,1,1,4
7360,15,0,1,2,1,1,4
7361,30,0,1,2,1,1,4
7362,30,15,1,2,1,1,6
7363,40,15,1,2,1,1,4
7364,0,0,3,2,1,1,4
7365,15,0,3,2,1,1,5
7366,15,15,3,2,1,1,4
7367,15,30,3,2,1,1,6
7368,30,30,3,2,1,1,5
7369,40,30,3,2,1,1,6
7370,0,0,4,3,1,1,4
7371,0,15,4,3,1,1,6
7372,15,15,4,3,1,1,4
7373,30,15,4,3,1,1,6
7374,40,15,4,3,1,1,4
7375,0,0,5,4,1,1,4
7376,15,0,5,4,1,1,6
7377,30,0,5,4,1,1,6
7378,40,0,5,4,1,1,4
7379,0,0,0,1,0,0,4
7380,15,0,0,1,0,0,4
7381,15,15,0,1,0,0,4
7382,30,15,0,1,0,0,4
7383,40,15,0,1,0,0,6
7384,0,0,1,2,0,0,4
7385,15,0,1,2,0,0,6
7386,30,0,1,2,0,0,6
7387,40,0,1,2,0,0,6
7388,0,0,2,3,0,0,6
7389,0,15,2,3,0,0,6
7390,15,15,2,3,0,0,6
7391,15,30,2,3,0,0,6
7392,30,30,2,3,0,0,4
7393,40,30,2,3,0,0,4
7394,0,0,2,5,0,0,4
7395,15,0,2,5,0,0,4
7397,30,15,2,5,0,0,6
7398,30,30,2,5,0,0,4
7399,40,30,2,5,0,0,4
7400,0,0,0,1,0,1,6
7401,0,15,0,1,0,1,6
7402,15,15,0,1,0,1,5
7403,30,15,0,1,0,1,4
7404,40,15,0,1,0,1,6
7405,0,0,1,2,0,1,4
7406,15,0,1,2,0,1,4
7407,15,15,1,2,0,1,6
7408,30,15,1,2,0,1,4
7409,40,15,1,2,0,1,4
7410,0,0,1,4,0,1,6
7411,15,0,1,4,0,1,4
7412,30,0,1,4,0,1,4
7413,40,0,1,4,0,1,4
7414,0,0,2,5,0,1,6
7415,15,0,2,5,0,1,6
7416,30,0,2,5,0,1,4
7417,40,0,2,5,0,1,4
7418,0,0,1,0,0,0,6
7419,15,0,1,0,0,0,4
7420,30,0,1,0,0,0,4
7421,40,0,1,0,0,0,4
7423,15,0,2,1,0,0,6
7424,30,0,2,1,0,0,6
7425,40,0,2,1,0,0,6
7426,0,0,2,3,0,0,6
7427,0,15,2,3,0,0,6
7428,0,30,2,3,0,0,6
7430,30,30,2,3,0,0,6
7431,40,30,2,3,0,0,6
7432,40,40,2,3,0,0,5
7433,50,40,2,3,0,0,4
7434,0,0,3,4,0,0,4
7435,0,15,3,4,0,0,4
7436,15,15,3,4,0,0,4
7437,30,15,3,4,0,0,4
7438,40,15,3,4,0,0,4
7440,15,0,4,5,0,0,6
7441,30,0,4,5,0,0,4
7442,40,0,4,5,0,0,4
7443,0,0,1,0,0,1,4
7444,15,0,1,0,0,1,4
7445,30,0,1,0,0,1,4
7446,40,0,1,0,0,1,6
7447,0,0,2,1,0,1,4
7448,15,0,2,1,0,1,6
7449,30,0,2,1,0,1,4
7450,40,0,2,1,0,1,6
7451,0,0,3,2,0,1,6
7452,15,0,3,2,0,1,6
7453,30,0,3,2,0,1,4
7454,40,0,3,2,0,1,6
7455,0,0,3,4,0,1,4
7456,15,0,3,4,0,1,5
7457,15,15,3,4,0,1,6
7458,30,15,3,4,0,1,4
7459,30,30,3,4,0,1,6
7460,40,30,3,4,0,1,5
7461,0,0,0,0,0,0,6
7462,15,0,0,0,0,0,4
7463,30,0,0,0,0,0,4
7464,40,0,0,0,0,0,6
7465,40,15,0,0,0,0,4
7466,0,0,1,1,0,0,4
7467,15,0,1,1,0,0,6
7468,30,0,1,1,0,0,6
7469,40,0,1,1,0,0,4
7471,40,30,1,1,0,0,6
7472,0,0,3,1,0,0,4
7473,15,0,3,1,0,0,5
7474,30,0,3,1,0,0,4
7475,30,15,3,1,0,0,6
7476,30,30,3,1,0,0,6
7477,30,40,3,1,0,0,4
7479,0,15,3,3,0,0,4
7480,0,30,3,3,0,0,6
7482,30,30,3,3,0,0,6
7483,40,30,3,3,0,0,4
7484,40,40,3,3,0,0,4
7485,50,40,3,3,0,0,6
7486,40,40,3,3,0,0,4
7487,50,40,3,3,0,0,6
7488,0,0,4,4,0,0,4
7489,15,0,4,4,0,0,4
7490,30,0,4,4,0,0,6
7491,30,15,4,4,0,0,4
7492,40,15,4,4,0,0,6
7493,0,0,5,5,0,0,6
7494,15,0,5,5,0,0,4
7495,15,15,5,5,0,0,6
7496,30,15,5,5,0,0,4
7497,30,30,5,5,0,0,6
7498,30,40,5,5,0,0,6
7499,0,0,0,0,0,1,6
7500,0,15,0,0,0,1,4
7501,15,15,0,0,0,1,4
7502,30,15,0,0,0,1,4
7503,40,15,0,0,0,1,4
7504,0,0,1,1,0,1,4
7505,0,15,1,1,0,1,4
7506,0,30,1,1,0,1,6
7507,15,30,1,1,0,1,6
7508,15,40,1,1,0,1,6
7509,30,40,1,1,0,1,6
7510,40,40,1,1,0,1,4
7511,40,50,1,1,0,1,5
7512,0,0,1,3,0,1,4
7513,15,0,1,3,0,1,4
7514,30,0,1,3,0,1,6
7515,40,0,1,3,0,1,6
7516,0,0,2,4,0,1,6
7517,0,15,2,4,0,1,4
7518,15,15,2,4,0,1,4
7519,15,30,2,4,0,1,4
7520,15,40,2,4,0,1,4
7521,30,40,2,4,0,1,4
7522,40,40,2,4,0,1,4
7523,40,50,2,4,0,1,4
7524,40,40,2,4,0,1,4
7525,50,40,2,4,0,1,4
7526,40,40,2,4,0,1,4
7527,50,40,2,4,0,1,4
7528,0,0,3,5,0,1,6
7529,15,0,3,5,0,1,4
7531,40,0,3,5,0,1,4
7532,0,0,0,0,0,0,5
7533,15,0,0,0,0,0,4
7534,15,15,0,0,0,0,4
7535,30,15,0,0,0,0,4
7536,40,15,0,0,0,0,4
7537,40,30,0,0,0,0,6
7538,40,40,0,0,0,0,4
7539,50,40,0,0,0,0,6
7540,40,40,0,0,0,0,4
7541,50,40,0,0,0,0,6
7542,0,0,1,1,0,0,6
7543,15,0,1,1,0,0,4
7544,15,15,1,1,0,0,6
7545,30,15,1,1,0,0,5
7546,30,30,1,1,0,0,6
7547,40,30,1,1,0,0,4
7548,0,0,2,2,0,0,6
7549,0,15,2,2,0,0,4
7550,0,30,2,2,0,0,6
7551,15,30,2,2,0,0,4
7552,30,30,2,2,0,0,5
7553,40,30,2,2,0,0,5
7554,40,40,2,2,0,0,6
7555,50,40,2,2,0,0,4
7556,0,0,3,3,0,0,6
7557,15,0,3,3,0,0,4
7558,30,0,3,3,0,0,6
7559,40,0,3,3,0,0,6
7560,0,0,4,4,0,0,6
7561,15,0,4,4,0,0,4
7562,30,0,4,4,0,0,6
7563,30,15,4,4,0,0,5
7564,40,15,4,4,0,0,4
7565,0,0,5,5,0,0,4
7566,15,0,5,5,0,0,4
7567,30,0,5,5,0,0,6
7568,30,15,5,5,0,0,4
7569,40,15,5,5,0,0,6
7570,0,0,6,6,0,0,4
7571,1,2,6,6,0,0,5
7572,2,2,6,6,0,0,6
7573,3,4,6,6,0,0,4
7574,4,4,6,6,0,0,4
7575,5,6,6,6,0,0,6
7576,6,6,6,6,0,0,4
7577,0,0,0,1,1,0,6
7578,0,15,0,1,1,0,4
7579,15,15,0,1,1,0,6
7580,30,15,0,1,1,0,6
7581,30,30,0,1,1,0,6
7582,30,40,0,1,1,0,4
7583,40,40,0,1,1,0,4
7584,50,40,0,1,1,0,4
7585,40,40,0,1,1,0,6
7586,50,40,0,1,1,0,5
7587,0,0,1,2,1,0,6
7588,15,0,1,2,1,0,5
7589,30,0,1,2,1,0,6
7590,40,0,1,2,1,0,4
7591,0,0,2,3,1,0,4
7592,15,0,2,3,1,0,4
7593,30,0,2,3,1,0,6
7594,40,0,2,3,1,0,6
7595,0,0,3,4,1,0,4
7596,15,0,3,4,1,0,6
7597,30,0,3,4,1,0,4
7598,40,0,3,4,1,0,4
7599,0,0,4,5,1,0,5
7600,0,15,4,5,1,0,6
7601,15,15,4,5,1,0,4
7602,30,15,4,5,1,0,6
7603,40,15,4,5,1,0,4
7604,0,0,5,6,1,0,6
7605,15,0,5,6,1,0,5
7606,15,15,5,6,1,0,5
7607,15,30,5,6,1,0,6
7608,15,40,5,6,1,0,4
7609,0,0,0,1,1,1,6
7610,0,15,0,1,1,1,4
7611,15,15,0,1,1,1,6
7612,15,30,0,1,1,1,4
7613,30,30,0,1,1,1,6
7614,40,30,0,1,1,1,6
7615,0,0,1,2,1,1,4
7616,0,15,1,2,1,1,4
7617,15,15,1,2,1,1,4
7619,40,15,1,2,1,1,6
7620,0,0,2,3,1,1,6
7621,0,15,2,3,1,1,6
7622,15,15,2,3,1,1,6
7623,30,15,2,3,1,1,4
7624,40,15,2,3,1,1,4
7626,0,15,3,4,1,1,6
7627,15,15,3,4,1,1,6
7628,30,15,3,4,1,1,6
7629,40,15,3,4,1,1,4
7630,0,0,4,5,1,1,4
7631,15,0,4,5,1,1,4
7632,30,0,4,5,1,1,6
7633,40,0,4,5,1,1,6
7634,0,0,5,6,1,1,4
7635,15,0,5,6,1,1,6
7636,30,0,5,6,1,1,6
7637,40,0,5,6,1,1,6
7638,40,15,5,6,1,1,4
7639,40,30,5,6,1,1,6
7640,0,1,6,6,1,1,4
7641,1,1,6,6,1,1,4
7642,4,1,6,6,1,1,4
7643,5,1,6,6,1,1,6
7644,6,3,6,6,1,1,5
7645,0,0,0,0,0,0,6
7646,15,0,0,0,0,0,6
7647,30,0,0,0,0,0,6
7648,30,15,0,0,0,0,6
7649,40,15,0,0,0,0,6
7650,0,0,1,1,0,0,6
7651,15,0,1,1,0,0,4
7652,30,0,1,1,0,0,6
7653,40,0,1,1,0,0,4
7654,0,0,2,2,0,0,4
7655,15,0,2,2,0,0,4
7656,30,0,2,2,0,0,6
7657,40,0,2,2,0,0,4
7658,0,0,4,2,0,0,4
7659,0,15,4,2,0,0,4
7660,15,15,4,2,0,0,4
7661,30,15,4,2,0,0,4
7662,30,30,4,2,0,0,4
7663,40,30,4,2,0,0,4
7664,40,40,4,2,0,0,4
7665,50,40,4,2,0,0,6
7666,0,0,5,3,0,0,6
7667,15,0,5,3,0,0,4
7668,30,0,5,3,0,0,6
7669,40,0,5,3,0,0,6
7670,0,0,1,0,1,0,6
7671,0,15,1,0,1,0,6
7672,15,15,1,0,1,0,4
7673,30,15,1,0,1,0,6
7674,40,15,1,0,1,0,6
7675,0,0,2,1,1,0,6
7676,15,0,2,1,1,0,4
7677,30,0,2,1,1,0,6
7678,40,0,2,1,1,0,4
7679,0,0,3,2,1,0,6
7680,15,0,3,2,1,0,4
7682,30,15,3,2,1,0,6
7683,30,30,3,2,1,0,4
7684,40,30,3,2,1,0,4
7685,40,40,3,2,1,0,4
7686,40,50,3,2,1,0,4
7687,40,40,3,2,1,0,4
7688,50,40,3,2,1,0,4
7689,0,0,4,3,1,0,6
7690,15,0,4,3,1,0,4
7691,30,0,4,3,1,0,6
7692,40,0,4,3,1,0,4
7693,0,0,5,4,1,0,4
7694,15,0,5,4,1,0,4
7696,40,0,5,4,1,0,6
7697,0,0,0,0,0,0,6
7698,0,15,0,0,0,0,4
7699,15,15,0,0,0,0,6
7700,30,15,0,0,0,0,4
7701,40,15,0,0,0,0,4
7703,0,0,1,1,0,0,4
7704,0,15,1,1,0,0,6
7705,0,30,1,1,0,0,4
7706,15,30,1,1,0,0,4
7707,30,30,1,1,0,0,4
7708,40,30,1,1,0,0,6
7709,40,40,1,1,0,0,4
7710,50,40,1,1,0,0,6
7711,0,0,2,2,0,0,4
7712,15,0,2,2,0,0,6
7713,15,15,2,2,0,0,6
7714,30,15,2,2,0,0,4
7715,40,15,2,2,0,0,6
7716,0,0,3,3,0,0,6
7717,15,0,3,3,0,0,4
7718,30,0,3,3,0,0,6
7719,40,0,3,3,0,0,4
7720,0,0,5,3,0,0,4
7721,15,0,5,3,0,0,4
7722,15,15,5,3,0,0,4
7723,30,15,5,3,0,0,4
7724,30,30,5,3,0,0,4
7725,40,30,5,3,0,0,6
7726,0,0,0,1,1,0,4
7727,15,0,0,1,1,0,6
7728,30,0,0,1,1,0,4
7729,40,0,0,1,1,0,6
7730,40,15,0,1,1,0,4
7731,0,0,2,1,1,0,6
7732,15,0,2,1,1,0,6
7733,15,15,2,1,1,0,6
7734,30,15,2,1,1,0,6
7735,40,15,2,1,1,0,6
7737,0,15,3,2,1,0,6
7738,15,15,3,2,1,0,6
7739,30,15,3,2,1,0,4
7740,30,30,3,2,1,0,6
7741,30,40,3,2,1,0,4
7742,40,40,3,2,1,0,6
7744,0,0,3,4,1,0,6
7745,0,15,3,4,1,0,4
7746,15,15,3,4,1,0,4
7747,30,15,3,4,1,0,4
7748,30,30,3,4,1,0,6
7749,40,30,3,4,1,0,5
7750,40,40,3,4,1,0,6
7751,40,50,3,4,1,0,4
7752,40,40,3,4,1,0,6
7753,50,40,3,4,1,0,4
7754,40,40,3,4,1,0,4
7755,40,50,3,4,1,0,4
7756,40,40,3,4,1,0,6
7757,50,40,3,4,1,0,4
7758,40,40,3,4,1,0,4
7759,50,40,3,4,1,0,4
7760,40,40,3,4,1,0,4
7761,50,40,3,4,1,0,6
7762,40,40,3,4,1,0,4
7763,40,50,3,4,1,0,6
7764,40,40,3,4,1,0,6
7765,50,40,3,4,1,0,6
7766,0,0,4,5,1,0,4
7767,15,0,4,5,1,0,4
7768,30,0,4,5,1,0,4
7769,30,15,4,5,1,0,5
7770,40,15,4,5,1,0,4
7771,0,0,5,6,1,0,4
7772,15,0,5,6,1,0,4
7773,30,0,5,6,1,0,4
7774,40,0,5,6,1,0,6
7775,1,0,6,6,1,0,6
7776,1,1,6,6,1,0,6
7777,2,3,6,6,1,0,6
7778,3,3,6,6,1,0,4
7779,5,4,6,6,1,0,6
7780,6,4,6,6,1,0,4
7781,0,0,0,0,2,0,6
7782,15,0,0,0,2,0,6
7784,30,15,0,0,2,0,6
7785,30,30,0,0,2,0,6
7786,40,30,0,0,2,0,6
7787,0,0,1,1,2,0,4
7788,15,0,1,1,2,0,6
7789,30,0,1,1,2,0,4
7790,30,15,1,1,2,0,5
7791,40,15,1,1,2,0,6
7792,40,30,1,1,2,0,4
7793,0,0,3,1,2,0,4
7794,0,15,3,1,2,0,6
7795,15,15,3,1,2,0,4
7796,15,30,3,1,2,0,4
7797,30,30,3,1,2,0,4
7798,40,30,3,1,2,0,6
7799,40,40,3,1,2,0,6
7800,50,40,3,1,2,0,4
7801,40,40,3,1,2,0,6
7802,40,50,3,1,2,0,6
7803,0,0,3,3,2,0,4
7804,0,15,3,3,2,0,4
7805,15,15,3,3,2,0,6
7806,15,30,3,3,2,0,4
7807,30,30,3,3,2,0,4
7808,40,30,3,3,2,0,4
7809,0,0,5,3,2,0,6
7810,0,15,5,3,2,0,6
7811,15,15,5,3,2,0,6
7812,30,15,5,3,2,0,4
7813,30,30,5,3,2,0,6
7814,40,30,5,3,2,0,4
7815,0,0,0,0,0,0,6
7816,15,0,0,0,0,0,4
7817,30,0,0,0,0,0,4
7818,40,0,0,0,0,0,6
7819,40,15,0,0,0,0,4
7820,0,0,2,0,0,0,4
7821,0,15,2,0,0,0,6
7822,15,15,2,0,0,0,6
7823,15,30,2,0,0,0,5
7824,30,30,2,0,0,0,6
7825,40,30,2,0,0,0,4
7826,0,0,3,1,0,0,4
7827,0,15,3,1,0,0,4
7828,15,15,3,1,0,0,6
7829,30,15,3,1,0,0,4
7830,40,15,3,1,0,0,6
7831,0,0,4,2,0,0,4
7832,15,0,4,2,0,0,6
7833,30,0,4,2,0,0,4
7834,40,0,4,2,0,0,6
7835,0,0,5,3,0,0,4
7836,15,0,5,3,0,0,6
7838,40,0,5,3,0,0,6
7839,0,0,0,1,1,0,4
7840,15,0,0,1,1,0,4
7841,15,15,0,1,1,0,6
7842,30,15,0,1,1,0,6
7843,30,30,0,1,1,0,4
7844,40,30,0,1,1,0,4
7845,40,40,0,1,1,0,6
7847,40,40,0,1,1,0,5
7848,40,50,0,1,1,0,4
7849,40,40,0,1,1,0,4
7850,50,40,0,1,1,0,4
7851,0,0,1,2,1,0,5
7852,15,0,1,2,1,0,4
7853,30,0,1,2,1,0,4
7854,40,0,1,2,1,0,4
7855,0,0,3,2,1,0,4
7856,0,15,3,2,1,0,4
7857,15,15,3,2,1,0,6
7859,40,15,3,2,1,0,4
7860,0,0,4,3,1,0,6
7861,15,0,4,3,1,0,6
7862,30,0,4,3,1,0,4
7863,40,0,4,3,1,0,6
7864,40,15,4,3,1,0,6
7865,0,0,5,4,1,0,6
7866,15,0,5,4,1,0,6
7867,30,0,5,4,1,0,6
7869,40,15,5,4,1,0,6
7870,0,0,0,1,2,0,6
7871,15,0,0,1,2,0,4
7872,30,0,0,1,2,0,6
7873,30,15,0,1,2,0,5
7874,30,30,0,1,2,0,6
7875,40,30,0,1,2,0,5
7876,0,0,2,1,2,0,6
7877,15,0,2,1,2,0,4
7878,30,0,2,1,2,0,6
7879,40,0,2,1,2,0,6
7880,0,0,3,2,2,0,4
7881,15,0,3,2,2,0,4
7882,15,15,3,2,2,0,4
7883,30,15,3,2,2,0,4
