,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
9064,"4n,",6,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,4,b37,b3,s3,f3,b3,f2,f2,f1,r1,v3,m2,o2,f2,f3,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,6,b29,f1,f1,f3,s2,f3,b3,f2,f3,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,"6n,",5,b29,f2,f3,b3,b2,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,"6d,",4,b17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9071,4,f28,f2,b1,f1,b2,f1,b1,f3,f3,b3,f3,s1,f1,f1,s3,y1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,
9072,6,f28,f3,f3,b3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073,"6w,",4,f38,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9074,6,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9075,"5d,",5,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9076,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9077,4,f28,f2,f3,r1,f+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,6,f18,b1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9079,6,b37,f3,f3,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9080,"6d,",4,f28,b2,f1,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,4,f18,f3,b1,b3,b1,b3,s1,f3,b3,f1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,4,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,"4n,",4,f28,f3,r2,f+1,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9085,6,f27,f1,b1,f1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9086,"4n,",4,f39,f1,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,6,b38,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9088,4,b38,f3,b2,f1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,"4d,",5,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9090,6,f39,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9091,5,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9092,6,f38,f+1,l3,o2,l1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9093,"4n,",5,f28,f3,b2,f3,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094,4,b37,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9095,6,b28,f+3,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9096,4,b38,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9097,"4n,",5,f37,b2,f,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9098,"4n,",5,f38,f2,f1,f1,b1,f3,r3,b3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9099,"6w,",4,b28,f3,f1,f1,s;1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,4,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9101,4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9102,6,b38,f1,s1,b2,b2,f1,b1,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9103,6,b18,b2,f1,s1,f1,s3,f3,f3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9104,c4,b29,f3,b3,f3,b1,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9105,4,f19,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9106,6,f28,b3,b2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9107,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9108,4,b37,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9109,"6d,",4,b18,f3,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9110,4,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9111,"6n,",5,b28,f+1,s1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9112,"6w,",6,b29,f3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9113,"6d,",6,f28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9114,4+,m27,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9115,6,s29,f3,b1,b2,f1,b2,f3,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9116,4,b37,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117,"4d,",5,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9118,4,b17,f+1,f1,z2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9120,"6d,",5,f38,f;3,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9121,4,b29,f1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9122,4,f39,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9123,6,f28,f1,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9124,6,b18,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9125,4,b28,f3,b3,f3,f3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9126,5,f18,b2,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9127,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9128,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9129,4,b28,f1,b1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9130,"4n,",5,b38,f2,b2,f1,b1,f1,b2,b1,b2,f2,b3,b1,b2,f3,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,
9131,4+,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9132,c6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9133,"5n,",6,f28,b2,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9134,"6w,",5,f38,f1,b3,b2,b1,f1,f3,b3,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9135,"6n,",4,b29,f1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9136,6,s28,f+3,f3,z;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9137,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9138,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139,6,b28,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9140,"6n,",4,b28,f1,f1,b2,f1,s3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9141,"6d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9142,6,b28,f+1,b2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9143,6,f28,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9144,4,f37,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9145,"6n,",4,b18,f1,b2,f3,f3,f+1,m2,f=3,l1,o=2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146,6,b28,f3,f3,f3,f3,f3,f3,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9147,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9148,"6n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9149,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9150,6,f29,f3,b3,f3,b2,b3,b3,f3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9151,c4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9152,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9153,"c4n,",5,b28,b2,b3,b1,s1,f1,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9154,4,f29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9155,4,b18,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9156,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9157,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9158,5,f28,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9159,6,b;27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9160,"4d,",4,f29,b1,f1,b2,f1,b1,f1,b2,f1,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9161,4,f29,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9162,4,b28,f3,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9163,6,b27,f+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9164,"4w,",6,f29,f3,b3,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166,"6d,",4,f28,f1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9167,6,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9168,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9169,"6d,",6,f28,f1,f1,b2,f2,f3,b1,b2,f2,b3,b1,b1,f1,b2,f1,b2,f3,f3,b1,b1,f1,b2,s2,f3d@,,,,,,,,,,,,,,,,,
9170,4,b18,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,"c4n,",c6,f17,b2,f1,b2,f+3,f1,f1,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9172,4,b29,f3,b3,b3,b1,b3,b3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9173,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9174,5,b27,f3,b1,b1,f2,f2,f1,b2,f3,r3,f1,b1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9175,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9176,"4n,",4,f28,f3,f2,b3,b3,f3,b2,b2,f1,b1,f1,f3,b2,f2,f1,b2,f1,b1,f1,s2,f3,f3,b2d@,,,,,,,,,,,,,,,,,,
9177,5,b28,f3,b2,f3,b3,r2,f1,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9178,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9179,"4n,",4,b18,f1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9180,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9181,4,b27,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9182,"4w,",5,b38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9183,"6w,",4,b28,f3,r2,r+1,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9184,6,f27,f2,f2,f2,f2,b1,b2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9186,"4w,",4,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9187,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188,"6w,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189,"6n,",5,f28,f1,s1,u+3,f3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9190,"4n,",4,f28,b2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9191,6,f29,f1,b2,f3,f2,f3,f2,b2,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9192,"6n,",4,f28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9193,6,f27,f2,f2,b2,f2,b2,b1,s2,f3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,4,f29,b2,b2,b3,f1,b1,b2,f2,f1,b2,f3,f2,b2,b3,f1,b2,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,
9195,5,b38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9196,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9197,"4x,",5,f28,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9198,6,s28,j=3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9199,6,f1@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,"5n,",5,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9201,4,s27,o1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9202,4,f17,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9203,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,"5d,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9205,"4q2n#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9206,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207,5,r29,f2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208,4,f28,f+1,s2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,"4n,",5,f28,f3,f2,b2,b2,f2,b2,f2,f2,f3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9210,"6n,",5,b38,f3,f2,f2,b2,f2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9211,"4n,",4,f28,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9212,5,f38,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9213,4,f28,f1,s2,f+3,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9214,6,r29,f2,b2,b2,b3,f2,f3,f2,f;1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9215,6,s28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9217,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9218,"4x,",6,f28,f2,f2,f3,f3,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219,5,b18,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220,4,r27,r+2,m1,f2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9221,"6d,",6,f29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9222,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9223,"6n,",5,f28,f2,f2,f2,f3,f2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9224,4,f28,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9225,c6,f27,f2,f2,b2,f3,f1,b2,f2,f2,f3,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226,"4qd#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9227,"4n,",6,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9228,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229,6,f27,b3,f3,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9230,5,b27,b2,f2,f1,s2,f1,s2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9231,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9232,4,f29,f3,f1,b2,b2,f2,f2,f2,b2,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9233,4,s27,f+3,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9234,5,b29,f2,b2,f2,b2,f3,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9235,5,b29,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9236,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,6,r28,f2,f2,f1,b2,f;3,f+;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9238,4,f28,b1,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9239,6,f27,f2,f2,f3,f2,b1,s2,f3,f2,f2,f2,f2,f2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
9240,6,s29,f2,b2,f2,s2,f+3,t;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9241,6,f18,b2,f1,b2,f3,f2,f3,f2,f3,f2,b2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242,4,f28,b3,f2,f3,f2,b2,b1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9243,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9244,4,f28,b1,s2,b1,b1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9245,"6n,",4,b28,f3,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9246,"4e,",4,f27,b2,s1,f3,f3,f3,f2,b2,f2,f2,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9247,"6d,",6,f28,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248,"6n,",6,s28,b1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249,5,f27,f+2,f2,z1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251,"4n,",5,f27,f3,f2,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253,6,f28,f1,b2,f+3,f3,v1,m1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9254,"4x,",5,b28,b2,f2,b2,f1,s1,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9255,4,s27,f+3,f2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9256,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,"6d,",5,b28,f2,f2,f1,b2,f3,f2,f2,b2,b2,b2,s2,f2,b2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,
9258,"6n,",5,b28,b2,b2,f2,b2,f2,f2,b2,f1,b1,b1,f2,f2,f2,b2,f2,f2,f3,f3,f3,f2,s2,s2,b2,f2,f2,b2,s2,b1w@,,,,,,,,,,,,
9259,6,f27,b2,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,"6n,",6,b29,f3,f2,f2,s2,f2,b2,b2,f2,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262,"6n,",5,b28,f2,b2,f3,f2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263,4+,s18,z3,l1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9264,5,f28,f2,f2,f3,f3,f2,b1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9265,"4w,",5,b28,f+1,s2,f-3,l2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,"5d,",5,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,"6n,",4,f28,b2,f2,b1,b1,s2,f3,f3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9268,5,f17,y1,b+3,l+2,t2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9269,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9270,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9271,"0e,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9272,"6w,",5,b29,b2,f+3,f1,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9273,5,f18,b2,f2,f2,f2,b2,b1,b2,f2,f1,b1,b2,f2,b2,f1,b1,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,
9274,4,f29,b2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9275,"6n,",4q28,f2,s2,f+1,m2,o2,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276,"6d,",5,f29,b2,f2,f3,f1,b1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9277,5,f28,f+3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9278,"4w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9279,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9280,6,r27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9281,"6n,",6,s27,f3,f3,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9282,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9283,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9284,4,s28,f+3,f2,z2,f3,v1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9285,c6,s17,b-1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9286,"6d,",5,b27,f2,b1,b2,f2,f1,b1,b2,f2,f2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9287,5,f29,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9288,"5n,",5,f28,f2,f2,b2,b1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9289,4,f28,f1,b2,f3,f1,b1,b1,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9290,5,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9291,5,f29,f2,s2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,"4q2d#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293,c4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9294,6,f28,f2,f1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9295,"5d,",4,f;28,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9296,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,5,f28,b2,f1,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
