,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
8825,4,b37,s+2,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8826,"4n,",6,b38,b3,s2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8827,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8828,"4w,",5,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8829,"4n,",4,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8830,"4w,",4,f17,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8831,"6n,",5,b18,f3,b3,b2,f2,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8832,"6w,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8833,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8834,4,b38,f1,f1,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8835,"4x,",4,f;17,f+3,m3,o1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8836,4,b37,s2,f1,f1,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8837,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8838,"4w,",4,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8839,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8840,6,f19,f3,s3,s3,b3,b2,f2,f2,f3,b2,f3,b3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8841,6,b38,b1,f1,f1,f1,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8842,"4w,",4,b38,b1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8843,"4n,",6,b28,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8844,"6n,",6,f29,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8845,"4w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8846,6,r3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8847,6,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8848,4,m27,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8849,"4w,",4,f17,f1,f1,f3,s1,f3,s2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8850,4,b29,f2,f2,f2,f2,b2,b+3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8851,"6w,",6,b28,f3,s2,f1,f1,f1,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8852,4,b28,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8853,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8854,4,b29,f2,b2,b2,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8855,"4w,",6,b28,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8856,"6d,",6,f29,b3,s3,b3,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8857,4,f38,b3,s2,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8858,4,b39,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8859,4,r37,b-1,l3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8860,"4d,",4,b28,b3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8861,6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8862,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8863,"6d,",6,b29,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8864,c4,b37,y1,u-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8865,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8866,"6n,",6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8867,6,m27,u-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8868,"4w,",4,b18,f1,f1,f1,f3,b3,s1,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8869,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8870,4,f29,b2,b2,f2,f3,s2,f+3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8871,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8872,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8873,6,r28,f3,b2,f1,f2,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8874,6,b29,y1,r-3,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8875,4,b37,b2,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8876,"4w,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8877,4,b28,f1,f1,f2,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8878,"4+n,",6,b37,b3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8879,6,f27,f1,f1,f3,b2,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8880,4+,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8881,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8882,4,r28,b+1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8883,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8884,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8885,6,l27,o3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8886,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8887,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8888,"6n,",5,b18,f3,b2,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8889,"4d,",4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8890,4,r39,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8891,"4d,",4,b27,f3,s1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8893,c4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8894,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8895,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8896,4,f29,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8897,6,f38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8898,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8899,5,b29,f1,r2,f1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8900,5,b29,b+3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8902,4,b37,b3,b2,b3,s2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8903,"4d,",5,b28,b1,f2,f3,m2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8904,6,f27,b3,b3,b3,f3,b3,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8905,4,r29,b3,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8906,"4w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8907,"6w,",c6,b27,u-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8908,c4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8909,"6d,",5,f18,f1,r3,f3,b3,f2,f2,f1,f1,f3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8910,"4w,",6,f29,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8911,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8912,6,r39,f2,y1,u-3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,4,f39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8914,4,b38,b1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8915,4,f19,f3,b2,b1,f3,b1,r2,f+3,m1,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8916,"4n,",4,b38,b1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8917,4,f39,b3,s3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8918,4,b39,b2,f2,f3,b3,b1,f1,f1,f3,b1,u3,y-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8919,6,b28,f1,r1,f1,r3,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8920,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921,"c6d,",4,f28,b2,b1,f1,f1,f1,r2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8922,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8923,4,f29,b2,s2,y3,s-2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8924,cc6,r29,u3,y-3,s-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8925,6,s28,f+3,b1,v^1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8926,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8927,6,b29,f2,f1,r2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8928,5,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8929,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8931,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8932,"6w,",6,r27,f1,f1,f1,f3,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8933,4,f29,u3,b-3,b2,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8934,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8935,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8936,"6n,",4,b29,f3,b3,b2,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8937,"6d,",5,f29,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8938,"4d,",5,f39,b3,f2,f2,f3,b3,b3,b3,b2,f3,b3,b2,f1,f3,b3,b2,f2,f1,f1,f1*,,,,,,,,,,,,,,,,,,,,,
8939,"6n,",5,f29,b2,f3,b2,f3,s2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8940,4,b37,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8941,4,f29,b2,f3,b2,f3,b2,f3,b3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8942,"4w,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8943,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8944,"4d,",4,b28,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8946,"4d,",4,b28,f2,f2,f3,s3,f3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8947,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8948,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8949,6,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8950,6,b27,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8951,"4d,",4,b39,b2,f3,b3,f3,b3,f1,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8952,4,f18,f2,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8953,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8954,"6d,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8955,"6d,",4,b37,b3,s2,f2,b3,b2,b2,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,"e,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8957,"4w,",4,b37,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8958,"4d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8959,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8960,6,b29,f2,f2,f2,f3,b2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8961,"5d,",4,b28,f1,f1,f3,s2,f3,b2,f1,f1,f3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8962,5,f39,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8963,4,b29,f1,r2,f1,f3,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8964,"6d,",5,b39,b2,b2,f3,b2,b3,b2,f2,b2,f3,b3,b3,s3,f1,f1,f1,f2,f3,s3,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,
8965,5,r29,f3,s2,f1,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8966,"4n,",4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8967,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8968,6,b27,f+1,f1,v3,m2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8969,4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8970,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8971,6,b27,f+3,b2,v1,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8972,6,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8973,5,f29,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974,4,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8975,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8976,"4w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8977,4,f29,f3,b2,f3,b2,f3,b3,b3,b3,b3,b1,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8978,4,b27,f2,f1,f2,b1,f3,b3,b2,f1,f1,f1,f3,b2,b2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,
8979,"6n,",6,b18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8980,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8981,4,r17,f+2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982,4,b17,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8983,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8984,4,b38,b3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8985,6,b29,f2,f2,b3,b2,b2,b2,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8986,6,f37,b3,b2,f3,f3,b1,f1,r2,f+3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8987,4,f;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8988,"4w,",4,b29,f2,f1,f2,b2,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8989,4,f29,b2,f1,f1,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8990,"6d,",4,b38,b3,b3,b3,b2,f+3,s3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8991,6,b28,b3,b2,f3!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8992,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8993,4,f28,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8994,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8995,"5d,",5,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8996,"4d,",4,b39,b3,y2,s-2,b3,z3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8997,"4d,",5,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8998,"6d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8999,6,b39,f3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,"4d,",6,b29,f2,f2,f3,b2,b3,f3,b3,b3,b2,f3,s2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,6,f29,f3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,5,b18,f3,s3,s+3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,"4n,",4,f;29,f2,b2,f1,f2,f2,f3,b1,f3,b3,s3,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9005,4,s28,f+2,l2,o2,b2,f1,f2,b2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,"6n,",5,b39,f2,f2,b2,f2,f2,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007,"6d,",4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9008,4,f29,f+2,s2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9009,4,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9010,6,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9011,4,b28,f2,f2,f3,s3,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9012,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013,"6n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9014,"6n,",6,b18,f2,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9015,4,b37,b3,s3,f3,b3,b3,b3,b3,s3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9016,4,f28,f2,b2,f;3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9017,"4w,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019,"4n,",4,b27,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020,5,b18,f3,s3,y3,s-1,l2,m2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021,"4w,",4,b29d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022,"4w,",6,b27,b3,b2,f2,b2,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023,4,b38,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024,4,f28,b2,b2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9025,"4w,",5,b37,b3,f1,r1,f+3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026,4,f39,b1,f1,r2,f+1,f3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9027,4,b27,f2,b3,f2,f2,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9028,6,b19,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9029,"4w,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,6,f39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032,"6d,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9034,6,f39,b3,f2,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,4,b39,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,"6n,",5,f1!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,6,f28,f3,b2,f3,b3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,"4d,",6,b28,f3,b3,b3,b3,f2,f2,f3,b1,f2,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,4,b28,f2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,"6n,",6,b28,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,6,f39,b3,b3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,"6d,",6,b27,f1,f2,f3,b3,f3,b2,f3,s2,f2,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,4,b28,f1,f2,f+3,b3,z2,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,4,b28,f3,b2,f+3,m2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,4,b28,f+1,r3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,"4n,",4,b38,b3,f3,b2,f3,b2,b2,f1,f3,b2,s2,s2,s1,f1,f2,b2,s2,f+3,s1,v1n@,,,,,,,,,,,,,,,,,,,,,
9051,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,"6d,",6,b19,r2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,4,b39,f3,b3,f3,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,4,r27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,"6d,",4,b38,b2,f2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,"5n,",6,b29,b2,b2,f2,b2,f3,b2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,4,b39,b2,f3,b2,f1,r3,f3,s3,f3,b3,y1,s-3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,6,b27,f1,r2,f+1,f3,z3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,4,f29,f3,s3,z3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,5,r29,f+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,6,f27,f+1,l3,b3,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
