,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
8416,"4n,",5,b2,f+3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8418,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8419,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8420,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8421,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8423,"4w,",4,b2,f1,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,"4w,",6,b2,b1,r2,f1,f2,b1,f2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,
8425,4,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8426,"6n,",5,b1,r2,f2,f2,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8427,4,b3,f2,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8428,4,f2,f+3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8429,4+,b2,z1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8430,6,b1,f3,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8431,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8432,4+,f2,b-3,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8433,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8434,"4w,",4,f3,b2,b3,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8435,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8436,6,b2,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8437,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8438,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8439,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8440,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8441,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8442,"4w,",6+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8443,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8444,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8445,"4n,",5,f2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8446,4,b2,f1,f2,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8447,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8448,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8449,4+,f2,z2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8450,"4d,",5,b2,f2,b2,b2,f3,b3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8451,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8452,4,s2,o3,s1,v3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8453,4+,f2,z3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8454,"4+d,",6+*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8455,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8456,4,r1,f2,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8457,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8458,"6x,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8459,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8460,"4+w,",6,b3,s2,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8461,4+,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,"4+n,",4,b2,f3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,4+,f2,b-2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8464,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8465,"6n,",6+,b2,u^3,s-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8466,4+,b2,v1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8467,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8468,"4+w,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8469,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8470,6,f2,f2,f3,s3,f3,b+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8471,6,b2,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8472,4,s2,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8473,4+,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8474,"6w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8476,"6n,",5,f2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8477,4,f2,f2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8478,4,b3,b2,b2,r;2,f+2,f1,v3,s-1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8479,"4d,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8480,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8481,4+,f2,v3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8482,"6+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8483,"4+w,",5+,b2,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8484,5+,f2,v3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8485,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8486,"4d,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8487,6,f29,f38,f28,f18,f17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8488,"6n,",5,b39,b27,f38,b38,b38,f39,b29,f28,f28,b39,b3d#,,,,,,,,,,,,,,,,,,,,,,,,
8489,5,b38,f29,f18,f18,f28,f19,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8490,4,f18,f37,s38,s39,s38,s39,f38,y17,r-1,v=2,z38*,,,,,,,,,,,,,,,,,,,,,,,,,
8491,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8492,4,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8493,4,s38,f+38,b;18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8494,4,f29,f19,f19,f29,b28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,"6d,",5,b38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8496,6,b38,b28,s39,f38,b38,b38,f19,f17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8497,"4w,",5,f18,f18,f18,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8498,"6n,",5,b27,f18,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,4,b29,f18,f38,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,5,b27,f19,f28,f19,f29,b39,b39,b38,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8501,6,f28,f17,f+38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8502,"4n,",5,f28,b38,b39,b38,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8503,"4d,",4,b37,b38,u+37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8504,"4C,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8505,4,b37,b29,f19,f17,f28,b29,b29,f38,b29,l38,f+38,s1,v18*,,,,,,,,,,,,,,,,,,,,,,,
8506,"6d,",5,f28,f18,f18,f18,f18,f29,b28,s38,f+18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,
8507,"5n,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,4,f29,b38,b37,b39,f28,f28,f39,b27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,
8509,6,f29,f39,b28,f19,f28,f18,f27,f28,s29,f18,f18,f38,s39,f19,f28,b38,s29,f38,m39,o=1n@,,,,,,,,,,,,,,,,
8510,6,b29,f38,b38,b39,b38,f37,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8511,6,f18,f18,f18,f28,b29,b39,b18,f17,f17,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
8512,"4n,",4,f38,s38,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8513,4,b38,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8514,4,f18,f+28,s3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,5,b29,f39,b37,s38,f18,f38,b38,s39,f19,f28,f18,f28,f18,f19,f29,f29,f27,f19,f28,f+19*,,,,,,,,,,,,,,,,
8516,4,f39,b39,f;18,f38,b28,f19,l19,f18,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8517,6,f27,f38,b39,b28,y17,r-39,b1,v;27,s-37,s-19*,,,,,,,,,,,,,,,,,,,,,,,,,,
8518,6,b39,b38,b19,f29,f39,b39,f38,b38,u+37,s-2,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,
8519,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8520,4,f29,f29,b38,f28,f18,f28,f19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521,5,b38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8522,4,f19,f29,b38,b38,f18,f18,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8523,cc4,b38,b38,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8524,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8525,"6w,",6,b28,b37,s38,s18,f38,b38,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8526,"4w,",5,b37,b28,b28,f18,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8527,5,b28,b29,f17,f28,y17,f-38,m39,l2,o17,l3,p37*,,,,,,,,,,,,,,,,,,,,,,,,,
8528,"4d,",4,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8529,6,b28,b37,s39,b19,f19,r1,j=+38,m3,o38,s17w#,,,,,,,,,,,,,,,,,,,,,,,,,,
8530,6,f28,f18,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8531,5,f29,f38,s38,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8532,5,s29,f38,m39,f37,f37,b38,f38,b28,f39,b29,f+39,s2,z18*,,,,,,,,,,,,,,,,,,,,,,,
8533,"4w,",c5,f19,f19,f39,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8534,"6n,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8535,6,b28,f18,f19,f18,f19,f28,f39,b28,f39,b38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,
8536,"6d,",4,b37,b39,b28,f38,s29,f18,f18,f19,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,
8537,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8538,"4w,",4,b28,f39,b39,f39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8539,"6x,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8540,4+,b2,z18,f3,z2,z2,v3,z1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8541,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8542,4,s38,f28,f28,f19,f17,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8543,4,f28,u17w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8544,c4,b38,f18,f29,f39,b37,b38,f18,f19,f29,f38,b28,f19,r29,f38*,,,,,,,,,,,,,,,,,,,,,,
8545,6,b27,b38,b39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8546,"4d,",4,b38,b39,b37,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8547,4,f39,b38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,"4n,",4,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8549,6,b28,f18,f29,f38,b28,f18,l2,j27,b2,z^17*,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,5,f38,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,6,b29,f19,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,5,f29,f38,f38,f37,b38,b39,f38,f28,f29,f28,f38,b38,b38,b39,b28,b28,b29,f28,f19,f28,f39w@,,,,,,,,,,,,,,,
8553,"6d,",6,f37,b29,f38,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8554,c6,f28,f17,f19,f18,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8555,5,f;27,b38,b38,b38,b38,b39,b37,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8556,5,b29,f18,u27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8557,5,b28,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8558,"6d,",4,b38,f17,f18,f18,f18,f29,b37,s2,v18,f#,,,,,,,,,,,,,,,,,,,,,,,,,
8559,"6d,",6,b29,f39,b38,b38,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560,"4n,",4,b38,f38,s38,f;39,s28,f18,f39,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,4,f29,f29,b38,b39,f28,f28,b38,s38,f+38,m1,o37*,,,,,,,,,,,,,,,,,,,,,,,,,
8562,"4x,",5,b38,b38,b18,f17,f39,b38,b38,f18,f28,f+39,m2,o17*,,,,,,,,,,,,,,,,,,,,,,,
8563,5,b28,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,4,b39,f39,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,"6n,",5,b37,s39,b38,b37,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8566,4,f17,f+38,s2,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,6,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8569,c6,f29,f37,s39,f38,s29,f18,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8570,"6n,",4,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8571,4,b38,b37,s19,f39,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8572,5,b29,f39,b37,f38,b29,f+38,b3,z39,m2,o19w@,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,4,b29,f38,b28,f18,f18,f18,f28,b39,b28,b18,f17,u+37,s-3,z18,f#,,,,,,,,,,,,,,,,,,,,,
8574,4,f19,f18,f18,f37,f+38,b3,z3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575,6,f17,f19,f29,s27,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8576,6,b;37,s39,y27,r-2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,c4,b29,f18,f17,f39,b38,b19,f18,f+37,m28,o38*,,,,,,,,,,,,,,,,,,,,,,,,,,
8578,"6d,",5,b27,f39,b37,b38,b38,b;27,f-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8579,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,5,f39,b39,b+38,s2,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,6,f28,f19,f28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,"6n,",6,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,6,f29,f29,b28,f18,f39,b39,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,6,s29,f18,f38,b39,b38,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,5,b37,b29,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,"5d,",5,f18,f17,f29,f29,b38,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8587,5,b38,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588,"6d,",6,b37,b38,b37,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,4,b38,b29,f38,b27,f39,b38,b18,f18,f18,f29,b39,b38,b39,b38,b19,r2d#,,,,,,,,,,,,,,,,,,,,
8590,5,f28,f+38,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,4,b37,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8593,6,f28,f18,f29,f19,f28,f19,f28,b28,f;18,f18,u+37,s-1n#,,,,,,,,,,,,,,,,,,,,,,,,
8594,"6d,",5,b28,b29,f19,f17,f18,r28,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,4,b38,f38,b37,f18,r17,u27,s-3,z1,v19*,,,,,,,,,,,,,,,,,,,,,,,,,,,
8596,5,f19,f19,f28,f39,s1,v1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8597,"6d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,5,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8599,6,b39,f38,b18,f19,f28,f39,b37,s39,b37,b39,b39,b38,s28,f+37,b38*,,,,,,,,,,,,,,,,,,,,,
8600,4+,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,4,f38,s39,f+38,m37,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8602,6,f27,f28,f29,f29,f27,f28,f38,b37,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,6,b28,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,4,b29,f29,f+38,s37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8605,4,f17,f28,b27,s38,f38,b39,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,"6n,",4,b39,b39,b38,b29,f18,f18,f19,r18,f+18,f!#,,,,,,,,,,,,,,,,,,,,,,,,,
8607,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8608,6,f28,f37,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,"4x,",6,f37,f18,f28,f29,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8611,6,s37,f+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,4,b38,b38,b39,f17,f39,b27,b38,s38,f39,b37,b39,b27,s37,s39,f18,f18,f38,s38,b39,b38,b18,f39,b38,s37,s39,s38,b19,f29,f18,f39,b38,b39,b38,b18w#,,
8613,4,f28,f18,f28,f28,b38,b39,b37,b+39,b27,i^27,s-;3,z3q#,,,,,,,,,,,,,,,,,,,,,,,,
8614,6,f18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8615,"6d,",6,b28,b17,f18,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8616,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617,6,s38,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8618,6,f27,b28,b28,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,"6n,",6,b29,f18,f28,f17,f28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620,"4n,",4,b37,b39,s38,f+18,f2,z^17,r-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,5,b28,b28,b38,b38,b39,b38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,4,b38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8623,"4n,",6,b28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,"4d,",4,b38,b39,b39,b38,b29,f39,f38,b18,f28,f19,f19,f38,s38,f18,f27,f+39,m3,o37*,,,,,,,,,,,,,,,,,
8625,"6n,",6,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8626,"4d,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,"4w,",5,b29,f39,s2,j29,l2,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,"6n,",5,f28,f39,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,"4n,",4,b39,b38,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,4,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8632,6,b38,f38,b28,f19,f17,f18,f39,b39,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8633,"6d,",6,f17,f18,f28,b38,b38,b38,b39,b28,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,
8634,6,m27,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8635,6,f28,f38,b28,f18,f18,f18,f38,s38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,
8636,"6d,",6,b38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8637,"4w,",5,b39,f38,b28,f19,f18,f37,b29,f39,b38,b38,b28,b18,f38,b38,b38,b38,b38,b37,b39,b18,f18,u+37,s-1,v18*,,,,,,,,,,,
8638,6,b38,b28,b38,b39,f38,b38,b38,b38,b39,b29,f38,b39,f38,b38,b28,f29,f1d@,,,,,,,,,,,,,,,,,,,
8639,"4n,",4,b39,f18,f18,f38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,"c6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,4,b38,b39,b28,f18,f17,f19,f39,b29,b19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,
8642,4,f18,f27,s+28,b2,z38,m3,p27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8643,4,f;28,f29,b38,b38,b38,b28,f38,b29,f19,f18,f39,s29,f38,b37,f38,b1n#,,,,,,,,,,,,,,,,,,,,
8644,4,b37,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8645,4,f27,f+39,b2,z17,f2,v38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8646,4,b37,y37,y-17,r-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647,6,b28,f+39,m2,o17,l2,o28,m2,o19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8648,5,f28,f18,f39,b37,b38,b37,s38,f18,f19,f18,f28,f18,r#,,,,,,,,,,,,,,,,,,,,,,,
8649,"4x,",4,f28,f19,f17,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,"6d,",5,f28,f19,f18,f38,b38,b38,b39,f39,b38,f38,b28,f27,f28,b37,s38,f19,f39,b38,b37,s29,f38,b37,b39,b39,b19,f18,f28,b39,s2,z39,s#,,,,
8651,6,b38,f39,s39,f38,b39,b;38,s39,s38,b19,f17,f38,b38,b38,b29,f19,f18,f38,b38,b38,f38*,,,,,,,,,,,,,,,,
8652,6,f28,f28,b18,f29,f19,f18,f28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,"4n,",4,f38,b38,f18,f37,b39,b37,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8654,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8655,6,s29,f38,b37,b38,s28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8656,"4x,",4,b38,f19,f17,f19,f29,b39,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8657,"c6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8658,"6n,",4,b27,b38,b28,b29,f18,f38,s39,f39,b38,b28,f18,f19,f18,f37,s29,f18,f17,f17,f39*,,,,,,,,,,,,,,,,
8659,6,b29,f17,f28,f37,s28,f+37,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8660,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8661,"6n,",5,f28,b39,b38,b37,b38,b28,f29,f18,f39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,
8662,5,b37,b+19,l2,o17,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8663,"6d,",4,f28,f18,f18,f29,b38,b38,b38,b38,b38,y37,y-17,r-1n#,,,,,,,,,,,,,,,,,,,,,,,
8664,5,b39,f39,b19,f29,b19,r39,f38,s28,f39,b38,b38,b29,f38,b37,b39,b19*,,,,,,,,,,,,,,,,,,,,
8665,5,f27,f38,b39,b19,f38,b28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8666,4,b38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8667,"6n,",5,f37,b38,f18,r19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8668,"4n,",4,b38,b27,f19,f29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,4,f29,f29,f28,f17,f19,f28,b38,b38,b38,b38,b29,f19,f17,f3d@,,,,,,,,,,,,,,,,,,,,,,
